titulo;url;letra;views;composicao
Last Man Standing;https://www.letras.mus.br/bon-jovi/117185/;Come see a living, breathing spectacleOnly seen right hereIt's your last chance in this lifetimeThe line forms at the rearYou won't believe your eyesYour eyes will not believe your earsGet your money out, get readyStep right up, yeah you, come hereYou ain't seen nothing like himHes last one of the breedYou better hold on to your honeyHoneys, don't forget to breatheEnter at your own risk, misterIt might change the way you thinkThere's no dancers, there's no diamondsNo this boy he don't lip-synch(Chorus)Here's the last man standingStep right up, he's the real thingThe last chance of a lifetimeCome and see, hear, feel ... the real thingSee those real live calloused fingersWrapped around those guitar stringsKiss the lips where hurt has lingeredIt breaks the heart to hear him singThe songs were more than musicThey were pictures from the soulSe keep your pseudo-punk, hip-hop, pop-rock junkAnd your digital downloads(Chorus)Take your seats now, folks. It's showtimeHey, Patrick - hit the lightsThere's something in the airThere's magic in the nightNow here's the band, they really playI'll count the first one inI don't know where it's goneWell all know where it's been(Chorus)The last man standingStep right up, he's the real thingThe last chance of a lifetimeCome see, hear, feel... the real thing.;15.985;Billy Falcon / Jon Bon Jovi
Lay Your Hands On Me;https://www.letras.mus.br/bon-jovi/4954/;Lay your hands on me!If you're ready, I'm willing and ableHelp me lay my cards out on the tableYou're mine and I'm yours for the takingRight now the rules we made are meant for breakingWhat you get ain't always what you seeBut satisfaction is guaranteedThey say what you give is always what you needSo if you want me to lay my hands on youLay your hands on me!I'm a fighter, I'm a poet, I'm a preacherI've been to school and baby, I've been the teacherIf you show me how to get up off the groundI can show you how to fly and never ever come back downEverything you want is what I needSatisfaction is guaranteedBut the ride don't never ever come for freeIf you want me to lay my hands on youLay your hands on me!Don't you know I only aim to pleaseIf you want me to lay my hands on youLay your hands on me!Oh oh oh oh oh!Oh oh oh oh oh!Lay your hands on me!Oh oh oh oh oh!Oh oh oh oh oh!Lay your hands on me!;82.750;Jon Bon Jovi / Richie Sambora
Learn To Love;https://www.letras.mus.br/bon-jovi/1575737/;I have run from the truthSince the days of my misspend youthI was hungry for kindnessI was lost in life's blindnessWhen you're born without wingsAll you dream of, all you wantIs that feeling of flyingOf rising and climbingHalle, halle, we're one breath awayHalle, halle, from our judgement dayLeave it all on the tableIf you lose all you winYou've got to learn to love the world you're living inWoohooAlways thought I'd die youngIn these hands I've held the gunBut it's too late for dyingNow there's nothing worth hidingI've lost love, lived with shameI was humbled by my fall from graceOn the steps of decisionIt's revenge or forgivenessHalle, halle, we're one breath awayHalle, halle, from our judgement dayLeave it all on the tableIf you lose all you winYou've got to learn to love the world you're living inHalle, halleHalle, halleHalle, halle, we're one breath awayHalle, halle, from our judgement dayLeave it all on the tableIf you lose all you winYou've got to learn to love the world you're living inHalle, halle, and that's how it isYou've got to learn to love the world you're living inHalle, halleHalle, halle;28.468;Sérgio Bittencourt / Jon Bon Jovi / Richie Sambora
Learning How To Fall;https://www.letras.mus.br/bon-jovi/5057/;I was walking on a wireLooking down, there was no netNow, I'm standing at your doorMe and my last cigaretteYeah we've been through this beforeToo late to cover up my tracksDamn the fool who begs for moreI'll take my past and paint it blackNow this circus has left townThis clown has got to get his feet back on the ground*I'm learning how to fallLearning how to take a hitHad to walk before I crawledIt was winner take it allNow I'm learning how to fallYeah, I got the hang of itI was standing in the lightThere were faces all aroundI put my gloves up for a fightOne sucker punch and I was down* RepeatI was flying through the cloudsPucker up, it's time to kiss the ground* Repeat;5.957;Sabe de quem é a composição? Envie pra gente.
Legendary;https://www.letras.mus.br/bon-jovi/legendary/;Oh, oh, oh, ohOh, oh, oh, ohOh, oh, oh, ohOh, ohWho are you and who am ITo think that we could ever fly?It don't pay to even tryWork, get paid and just get bySons of sons, bricks on bricksWhat's broken you don't try to fixRound here there ain't no whys and ifsYou don't pick up what you can't liftI raise my hands up to the skyDon't need more to tell me I'm aliveGot what I want 'cause I got what I needGot a fistful of friends that'll stand up for meRight where I am is where I wanna beFriday night comes around like a songSweet Caroline and we all sing alongGot my brown-eyed girl and she believes in meLegendaryI know this town like the back of my handEvery crack in the sidewalk tells me who I amLive And You Love is the law of the landThese are our dreams, that's where we standRaise my hands up to the skyDon't need more to tell me I'm aliveGot what I want 'cause I got what I needGot a fistful of friends that'll stand up for meRight where I am is where I wanna beFriday night comes around like a songSweet Caroline and we all sing alongGot my brown-eyed girl and she believes in meLegendaryOh, oh, oh, ohOh, oh, oh, ohOh, oh, oh, ohOh, ohWho are you and who am ITo think that we could ever fly?Got what I want 'cause I got what I needGot a fistful of friends that'll stand up for meRight where I am is where I wanna beFriday night comes around like a songSweet Caroline and we all sing alongGot my brown-eyed girl and she believes in meLegendaryOh, oh, oh, ohOh, oh, oh, ohOh, oh, oh, ohOh, ohLegendaryOh, oh, oh, ohOh, oh, oh, ohOh, oh, oh, ohOh, oh;20.891;Jon Bon Jovi / John Shanks / Billy Falcon
Let It Rain;https://www.letras.mus.br/bon-jovi/480520/;Ever since there was thunderThere's been shelter from the stormA place to run for coverTill the rain clouds had moved onNow when I get that feelingBefore the first drop hits the ground I'm askingWho's gonna stop the rain fron falling downWherever there's a soldierWho won't give upThe fightWherever there's a darknessThat's trying to find the lightWherever there is hurtingThere is a healing on the wayLike sunshineBreaking through a cloudy dayLet it rain let it rainLet the rain fall all aroundWho's gonna stop the rain from falling downMaybe someday eyes won't judge youBy the bed you're sleeping inThe God you want to pray toOr the color of your skinWhen priests and politiciansSell the truth and nothing moreThat day we'll know what all of this was forLet it rain let it rainLet the rain fall all aroundWho's gonna stop the rain from falling downTu nese ain't pretty pictures that we're keeping in the cloudOutside a storm in ragingJust take a look aroundSomewhere there's forginenessFor the broken ones like meWho once started down mighty mountainsAnd now sit beneath the treesAnd somewhere there's a curchbellThat's summoning the choirSomewhere there's a dreamerWho would walk 1000 milesSomewhere there's a dreamerWho would walk 1000 milesLet it rain tet it rainLet the rain fall all aroundWho's gonna stop the rain from fallingIf you're out there's Christ's I'm callingWho's gonna stop the rain ftom falling down;29.240;Bon Jovi
Let It Rock;https://www.letras.mus.br/bon-jovi/4971/;The weekend comes to this townSeven days too soonFor the ones who have to make upWhat we break up for their rulesWell I saw Captain Kidd on SunsetTell his boys they're in commandWhile chino danced a tangoWith boomstick in his handHe said: It's alright (alright) if you have a good timeIt's alright (alright) if you want to cross that lineTo break on through the other sideLet it rock, let it goYou can't stop a fire burning out of controlLet it rock, let it goWith the night you're on on the looseYou got to let it rockWe go down to BroadwayWhere everybody goesTo get on their rockin' horseAnd blast that radioWell I saw Roxie on the tableHer girlfriend down belowThey'll give it to the King Of SwingBefore it's time to goThey said: It's alright (alright)Let it rock, let it go;26.767;Jon Bon Jovi / Richie Sambora
Let's Make It Baby;https://www.letras.mus.br/bon-jovi/297388/;When I look in your eyes I can feel the fireA see through disguise can't conceal desireI've been readin your lips, they don't need no translationThey want more than a kiss, I come to make my donationSo turn out the lights, I'm going down slowlyDon't tell me what's right, just tell me you want meTell me you want meJust tell me you want me, want me, want meLet's make it babyLet's make it babyLet's make it babyLet's make it babyCome, come, come a little bit closerI want to play doctorIt keeps getting harder, harder, harder to keep me awayI want to taste the sweat that's runnin' off of your bodyGet the sheets all wet, I wanna make you feel naughtyLet's make it babyLet's make it babyLet's make it babyLet's make it babyTurn out the lightsDon't tell me you love meJust tell me you want meDon't tell me you love meTell me you want me, want me, want me, want me, want me, want me, want meLet's make it babyLet's make it babyLet's make it babyLet's make it babyBaby, baby, baby;9.793;Sabe de quem é a composição? Envie pra gente.
Letter To a Friend;https://www.letras.mus.br/bon-jovi/95555/;I'll be there to hold you by the handWhen you need someone to walk you homeYou know that I'll be there to understandWhen you call me on the phoneI'll be there to watch you when you sleepWhen you close your eyes at nightAnd I'll be there to keep your secrets kept,Cross my heart, hope to dieI swear each word is trueThere's only one thing I wouldn't do(Oh-ooh)(Oh-ooh)I'll be there when you need a real friendI'll be there to listen to your secretsI'll be there and give you all I've gotI'll be there when you paint your masterpieceAnd I'll be right beside your every moveI'll give you my eyes so you can seeAnd I'll help you to find the things you've lostWhen you're busting at the seamsI swear each word is trueThere's only one thing I wouldn't doI ain't gonna love youI ain't gonna love youNobody wants you like I want youNobody needs you like I need youYou know I would beg and plead, get down on my kneesI'd do most anything, it's trueBut I ain't gonna love youI ain't gonna love you'Cause I love youOh-ooh, oh-oohOh-ooh, oh-oohOh-oohI'll be there to love the things you loveI'll be the one who knows your middle nameBe the only one that you can trustI'll give you the blood that's in my veinsI swear these words are trueThere's only one thing I wouldn't doI ain't gonna love you'Cause nobody wants you like I want youNobody needs you like I need youYou know I would beg and please, get down on my kneesDo most anything for youBut I ain't gonna love youI ain't gonna love'Cause I love youBecause I love you;40.877;Jon Bon Jovi
Levon;https://www.letras.mus.br/bon-jovi/352287/;Levon wears his war wound like a crownHe calls his child Jesus'Cause he likes the nameAnd he sends him to the finest school in townLevon, Levon likes his moneyHe makes a lot they saySpends his days countingIn the garage by the motorwayHe was born a pauper to a pawn on a Christmas DayWhen the New York Times said God is deadAnd the war's begunAlvin Tostig has a son todayAnd he shall be LevonAnd he shall be a good manAnd he shall be LevonIn tradition with the family planAnd he shall be LevonAnd he shall be a good manAnd he shall be LevonLevon sells cartoon balloons in townHis family business thrivesJesus blows up balloons all daySits on the porch swing watching them flyAnd Jesus, he wants to go to Venusleaving Levon far behindTake a balloon and go sailingWhile Levon, Levon slowly diesHe was born a pauper to a pawn on a Christmas DayWhen the New York Times said God is deadAnd the war's begunAlvin Tostig has a son today;5.504;Sabe de quem é a composição? Envie pra gente.
Lie To Me;https://www.letras.mus.br/bon-jovi/4940/;Rumour has it that your daddy's coming downHe's gonna pay the rentTell me, baby, is this as good as this life is gonna getIt feels like there is a stranger standing in these shoesBut, I know I can't lose me, 'cause then I'd be losing youI know I promised, babyI would be the one to make our dreams come trueI ain't too proud of all the strugglesAnd the hard times we've been throughWhen this cold world comes between usPlease, tell me you'll be brave'Cause I can realize the danger when forgiveness fades awayIf you don't love me - lie to me'Cause, baby, you're the one thing I believeLet it all fall down around us, if that's what's meant to beRight now if you don't love me, baby, lie to mePour another cup of coffee, babe I got something to say to youI ain't got the winning ticketNot the one that's gonna pull us throughNo one said that it'd be easy, let your old man take you homeBut know if you walk out on meThat darling, I'd be goneIf you don't love me, lie to me'Cause baby you're the one thing I believeLet it all fall down around us, if that's what's meant to beRight now if you can't love me, baby, lie to meBaby, I can take itIt's a bitch, a life's a roller coaster rideThe ups and downs will make you scream sometimesIt's hard believing that the thrill is goneBut we got to go around again, so let's hold onIf you don't love me, lie to me'Cause, baby, you're the one thing I believeLet it all fall down around us, if that's what's meant to beRight now if you can't love me, baby, lie to me, lie to meBaby, I can take itC'mon lie to me;169.563;Jon Bon Jovi / Richie Sambora
Life Is Beautiful;https://www.letras.mus.br/bon-jovi/life-is-beautiful/;Try to walk on waterYou'll sink just like a stoneSaid you'd get home earlyBut you always stay too longYou got all the answers, but the answers are all wrongI can't save me from my sinsInnocence my long lost friendNo wind no rain can wash awayThese hallowed words my mouth won't prayYou fly you fallLife is beautifulShe's there to lift me upBut I only let her downA guilty kingWears a broken crownShe's sweet forgivenessIn a lonesome lost and foundI can't save me from my sinsInnocence my long lost friendNo wind no rain can wash awayThese hallowed words my mouth won't prayYou fly you fallLife is beautifulNew gets oldThe night gets coldThe sad goodbyeLife is beautifulThe sky is crackedWe can't go backDry your eyesLife is beautifulI can't save me from my sinsInnocence my long lost friendNo wind no rain can wash awayThese hallowed words my mouth won't prayNew gets oldThe night get coldThe sad goodbyeLife is beautifulThe sky is crackedWe can't go backDry your eyesLife is beautifulLife is beautiful;12.906;Sabe de quem é a composição? Envie pra gente.
Life's Too Short For Days Like These (Days Like These);https://www.letras.mus.br/bon-jovi/297391/;Needed a car, looked around for a weekFor two dollars down I signed my name on the leaseThere was a knock on my door, old man wants his keysAll he said was something about bankruptcyOh no, here we goThere ain't no day that's different from the day you know thatLife's too short for days like theseWish I could close my eyes and just go back to sleepIt's hard to keep running when you're down on your kneesLife's too short for days like theseMinding my own business in some restaurantTrying to get some dinner but then guess what?Some chick got there I slept with, throws her drink in my faceAnd then her ugly brother kicked my ass all over the placeOh no, here we goAin't no day that's different from the day you know thatLife's too short for days like theseWish I close my eyes and just go back to sleepIt's hard to keep running when you're down on your kneesLife's too short for days like theseI met her last night at quarter to threeI couldn't believe that she came home with meWoke up this morning scratching now I know when to leaveThey say you lay down with dogs, gonna wake up with fleasYou know that life's too short for days like theseWish I could close my eyes and just go back to sleepIt's hard to keep running when you're down on your kneesLife's too short for days…Life's too short for days like theseBaby, baby, don't you know it's trick or treatI'd get up and dance if I could get on my feetLife's too short for days…Life's too short for days…Life's too short for days like theseLife's too short for days like theseWish I could close my eyes and just go back to sleepIt's hard to keep running when you're down on your kneesCause life's too short for days…Baby, life's too short for daysLife's too short for days like these;5.584;Sabe de quem é a composição? Envie pra gente.
Limitless;https://www.letras.mus.br/bon-jovi/limitless/;Wake up, everybody wake upHere we go, it's just another dayAnother buzz, another beepScrub your face and brush your teethOut the door, into the streetI fell out of my sleepA million different facesAll from different placesSwimming in the seaTrying to keep your head above waterTrying to keep your head above waterOn a night like thisOne prayer, one wishStep out off the edgeIt's worth the riskLife is limitless, limitlessLimitless, limitlessWake up, everybody wake upMorning comes, you do it all againYou know the song, it's on repeatFound your shoes, can't find your feetGrab your wallet and your keysBetter not forget to breatheSweat until you're soakingDon't let them see you chokingA teardrop in the seaTrying to keep your head above waterYou're trying to keep your head above waterOn a night like thisOne prayer, one wishStep out off the edgeIt's worth the riskLife is limitless, limitlessLimitless, limitlessLife is limitless, limitlessLimitlessLeft to figure outWhat it's all aboutWhen the Sun comes upAnd the Sun goes downIs there something moreThan it was beforeThere's an open doorWhat are you waiting forLife is limitless, limitlessLimitlessOn a night like thisOne prayer, one wishStep out off the edgeIt's worth the riskOn a night like thisOne touch, one kissStep out off the edgeIt's worth the riskLife is limitless, limitlessLimitless, limitlessLife is limitless, limitlessLimitless, limitlessLimitless, limitlessLimitless, limitless;29.069;John Shanks / Billy Falcon / Jon Bon Jovi
Little Bit Of Soul;https://www.letras.mus.br/bon-jovi/5045/;You been robbedYou been usedYou been crucifiedand abusedYou been sacrificed andNow you're confusedAin't that the truth yeahYou got a hole in your headAnd this cold empty spotIn your big brass bedWhen you're mad at the world andYou're feel like you're losing controlAll you need to get by isA little bit of soul yeahwhowhowhowho a little bit o' soul yeahWhen you've lost in the floodWhen you feel like you beenKicked in the mudYou know they stillHaven't found the drugTo pick us upYou're feeling down, misunderstood,I know that these timesThey ain't looking so goodWhen you're mad at the world andYou're feeling like you're losing controlAll you need to survive isA little bit of soul yeahwhowhowhowho a little bit o' soul yeahwhowhowhowho a little bit o' soulHere we go!Everyone's complainingNothing but frustrationThe king has pissed inYour pot of goldIt ain't entertaining spendingSo much time in the holeLord send downA little bit ....wooh! (whistle)When you're mad at the worldAnd you're feeling likeYou're losing controlI know, I knowWhat we needTo survive isA little bit of soulwhowhowhowho a little bit o' soulwhowhowhowho a little bit o' soulComon' Comon' !whowhowhowho a little bit o' soulwhowhowhowho(Lord wont you send it down just a little bit of soulSend down a little bit of soul)hoohoohoo!hoohoohoo!;10.108;Jon Bon Jovi / Richie Sambora
Little City;https://www.letras.mus.br/bon-jovi/5062/;I got my call light onGimme one more fare tonightJust get me over the bridgeI can see those shiny bay lightsYou know I'm never aloneBut I'm feeling lonely tonightDamn, I got my last cigaretteBut I ain't got not lightGod let these wheels rollTo where the girls are prettyWhen the nights explodeAnd life is still livingDown this open roadThe arms of pityWait to greet me tonight in little cityIn my rear view mirrorI see someone else's hairlineI hear that fire in your eyesIs on the rock and doing hard timeAnd the grapes of wrath, they're on the vineThere's wine in this dirtHere love ain't loveIt's just another four letter wordGod let these wheels rollTo where the girls are prettyWhen the nights explodeAnd life is still livingDown this open roadThe arms of pityWait to greet me tonight in little cityNow that cold gray fog'sJust a rolling down the highwayHe's come to carry me homeIt's put a little smile on my face;6.156;Sabe de quem é a composição? Envie pra gente.
Little Drummer Boy;https://www.letras.mus.br/bon-jovi/297393/;Come, they told me, pa rum pa pum pumA newborn king to see, pa rum pa pum pumOur finest gifts we bring, pa rum pa pum pumTo lay before the king, pa rum pa pum pumRum a pum pum, rum pa pum pumSo to honor him, pa rum pa pum pumWhen we comeBaby Jesus, pa rum pa pum pumI am a poor boy, too, pa rum pa pum pumI have no gift to bring, pa rum pa pum pumThat's fit to give a king, pa rum pa pum pumRum pa pum pum, rum pa pum pumShall I play for you pa rum pa pum pumOn my drumYoi da adash, pa rum pa pum pumThe ass and lamb kept time, pa rum pa pum pumI played my drum for him, pa rum pa pum pumI played my best for him, pa rum pa pum pumRum pa pum pum rum pa pum pumThen he smiled at me pa rum pa pum pumMe and my drum, me and my drum;4.695;Sabe de quem é a composição? Envie pra gente.
Live Before You Die;https://www.letras.mus.br/bon-jovi/1576059/;"I was a little boy of nine years oldThe whole world in my handsTrying to toss that ball across the yardA game of catch with my old manHe always say ""I'm sorry""Every time he had to leaveAnd I was much too young to understandWhen he would say to meWhen you're young, you always thinkThe sun is gonna shineThere'll come a day you'll have to say hello to GoodbyeSit down son, come take my handLook me in the eyeTake these words, promise meYou live before you dieNow I was barely seventeen, summer '79Already I was feeling likeI was running out of timeI had this girl, we fell in loveShould I say that she had meThat fateful night we'd change our livesAnd made a memoryWhen you're young, you always thinkThe sun is gonna shineThere'll come a day you'll have to say hello to GoodbyeShe laid me down, she took my handLooked me in the eyeAnd just before she kissed me she saidYou gotta live before we dieLive before you dieYou learn to love, to liveYou fight and you forgiveYou learn what's wrong and rightLive before you dieI made mistakes, I've called some breaksBut I've got no regretsThere's some things I don't rememberBut one thing I don't forgetWhen you're young, you always thinkThe sun is gonna shineOne day you're gonna have to say hello to GoodbyeShout it out, let someone somewhere know you're aliveTake these wordsWear them wellLive before you dieLive before you dieHeyLive before you dieYou learn to love, to liveYou fight and you forgiveYou face the darkest nightJust live before you die";26.943;Jon Bon Jovi / Richie Sambora
Livin' On a Prayer;https://www.letras.mus.br/bon-jovi/4932/;(Once upon a time, not so long ago)Tommy used to work on the docksUnion's been on strike, he's down on his luckIt's tough, so toughGina works the diner all dayWorking for her man, she brings home her payFor love, for loveShe says: We've got to hold on to what we've gotIt doesn't make a difference if we make it or notWe've got each other and that's a lotFor love, we'll give it a shotWhoa, we're halfway thereOh-oh, living on a prayerTake my hand, we'll make it, I swearOh-oh, living on a prayerTommy's got his six string in hockNow he's holding in what he used to make it talkSo tough, it's toughGina dreams of running awayWhen she cries in the night, Tommy whispersBaby, it's okay, somedayWe've got to hold on to what we've gotIt doesn't make a difference if we make it or notWe've got each other and that's a lotFor love, we'll give it a shotWhoa, we're halfway thereOh-oh, living on a prayerTake my hand, we'll make it, I swearOh-oh, living on a prayerLiving on a prayerOoh, we've got to hold on, ready or notYou live for the fight when that's all that you've gotWhoa, we're halfway thereOh-oh, living on a prayerTake my hand and we'll make it, I swearOh-oh, living on a prayerWhoa, we're halfway thereOh-oh, living on a prayerTake my hand and we'll make it, I swearOh-oh, living on a prayerWhoa, we're halfway thereOh-oh, living on a prayerTake my hand;5.520.512;Desmond Child / Jon Bon Jovi / Richie Sambora
Living In Paradise;https://www.letras.mus.br/bon-jovi/living-in-paradise/;You and me been on some rideHeld off the night till the sunriseSaw the world through a child's eyesBeen in love for a long timeYou and me tore the walls downAnd built them up in a new townI used to sing for the whole crowdNow every song is for you nowCastles may crumbleAnd fall to the seaYeah, we're living in paradiseYeah, we're living in paradiseSeasons come and seasons goWe planted seeds and we watched them growWe wrote the book on the highs and lowsWe figured out what we didn't knowYou give me faith when I'm losing hopeWe may have bent but we never brokeThe rain can fall and the wind will blowThe Sun will shine anywhere we goI can't rememberBefore you and meYeah, we're living in paradiseYeah, we're living in paradiseSummer's gone, it's been a long SeptemberNothing matters long as we're togetherYeah, we're living in paradiseCome alive, come alive, come alive, come aliveCome alive, come alive, come alive, come aliveFrom the embers we will riseAnd we'll light up the skyYeah, we're living in paradiseYeah, we're living in paradiseSummer's gone, it's been a long SeptemberNothing matters long as we're togetherYeah, we're living in paradiseLiving in paradiseLiving in paradise;1.887;Jon Bon Jovi / Ed Sherran
Living In Sin;https://www.letras.mus.br/bon-jovi/4999/;I don't need no licenseTo sign on no lineAnd I don't need no preacherTo tell me you're mineI don´t need no diamondsI don´t need no new brideI just need you, babyto look me in the eyesI know they have a hard timeAnd your Daddy don´t approveBut I don´t need your DaddyTelling us what we should doNow there's a million questionsI could ask about our livesBut I only need one answerTo get me through the nightSo , I sayBaby , can you tell meJust where we fit inI call it loveThey call it living in sinIs it you and meOr just this world we live inI say we're living on loveThey say we're living in sinIs right for both our parentsWho fight it out most nightThey pray for God's forgivenessWhen they both turn out the lightsOr wear that ring of diamondsWhen your heart is made of stoneYou can talk but still say nothingYou stay together but aloneOr is it right to hold youAnd kiss your lips goodnightThey say the promise is foreverIf you sign it on the dotted lineBaby , can you tell meJust where we fit inI call it loveThey call it living in sinIs it you and meOr just this world we live inI say we're living on loveThey say we're living in sinBaby, can you tell meJust where we fit inI call it loveThey call it living in sinIs it you and meOr just this world we live inI say we're living on loveThey say we're living in sinI don't know just where we fit in;74.907;Jon Bon Jovi
Living Proof;https://www.letras.mus.br/bon-jovi/living-proof/;Does the Sun still shine on a dead-end street?Will a rose still grow out of broken concrete?Is there anything left for a sinner like me?I'm tired of talking 'bout somedayAll that we've been given are the dog daysNothing is forgiven, it's the hard wayRight or wrongI'm tired of talking 'bout somehowWake up and it's welcome to your breakdownThis family's tree got nothing left to prove nowMe and you, we're the living proofClose your eyes and tell me what you think you seeIs faith and hope enough to make a fool believeIs there anything left for a sinner like me?I'm tired of talking 'bout somedayAll that we've been given are the dog daysNothing is forgiven, it's the hard wayRight or wrongI'm tired of talking 'bout somehowWake up and it's welcome to your breakdownThis family's tree got nothing left to prove nowMe and you, we're the living proofFirst the son becomes a fatherThen the father is a sonIt's a never-ending circleAnd the circle's never doneThis love will last foreverWe're not footprints in the sandIt's time to understandI'm tired of talking 'bout somedayAll that we've been given are the dog daysNothing is forgiven, it's the hard wayRight or wrongI'm tired of talking 'bout somehowWake up and it's welcome to your breakdownThis family's tree got nothing left to prove nowMe and you, we're the living proof;10.545;Jon Bon Jovi / John Shanks
Living With the Ghost;https://www.letras.mus.br/bon-jovi/living-with-the-ghost/;Marry me to the blue skyBury me in that long last drop of hard rainMeet me where they stop timeThat's you to me on the shovel that's digging this graveTill I can waltz on a moonbeamTill I can find a way to turn all tears into wineI'll hitch my ride to a day dreamCan't unkiss the lips that love is leaving behindI ain't living with the ghostNo future living in the pastI've seen what hate has done to hopeTomorrow wasn't built to lastI ain't living with the ghostHow can I scream I'm scared to breatheI wrote each word you gave the toastBut we were fire and gasolineI ain't living with the ghostI set my sails over wheat fieldsRode waves of amber let a new sun shine on my faceI dropped the sword put down my shieldI left your scars for the starsGuiding my wayI traded hurting for healingI must admit that I was reelingNow I'm feeling just fineTraded nightmares for dreamingGo tell your shadowsThat I got out aliveI ain't living with the ghostNo future living in the pastI've seen what hate has done to hopeI found the tree, I cut the ropeTomorrow wasn't built to lastI ain't living with the ghostHow can I scream I'm scared to breatheI wrote each word you gave the toastBut we were fire and gasolineI ain't living with the ghostLast night I had this dreamI saw a man wash his feetIn the church holy waterHe worked up to his kneesFrom his arms to his neckSaid I'm over my headHe was crying trying to get some reliefLord, I'm just trying to get some reliefI had this dreamThat man was meI ain't living with the ghostNo future living in the pastI've seen what hate has done to hopeI found the tree, I cut the ropeTomorrow wasn't built to lastI ain't living with the ghostHow can I scream I'm scared to breatheI wrote each word you gave the toastBut we were fire and gasolineNow I ain’t living with the ghost;11.156;Jon Bon Jovi
Lonely;https://www.letras.mus.br/bon-jovi/1053777/;There's a whole lotta lonelywaiting out thereThere's a whole lot of peoplethat will lead you nowhereSo be safe my loverlet me offer my prayerThere' s a whole lotta lonelywaiting out thereThere's a whole lot of kisseswaiting out thereAnd the world you've been missingthat don't play fairLet me offer you comfortand show you how much I careThere's a whole lotta lonelywaiting out there(Chorus)When love is blind sometimesthe lies can get you through the nightI'm holding on to what I needtill you're too tired to fightNow there's a lot of lone ridersso baby bewareAfter the warmth of his whisperIn the cool night airIt'll be hard to wake up tothat handsome cold blank stareCause there's a hell ofa lotta lonely waiting out there(Chorus)When love is blind sometimesthe lies can get you through the nightI'm holding on to what I needtill you're too tired to flyNow there's a whole lotta lonelywaiting out thereThere's a whole lot of peoplethat will lead you nowhereThere's only so much sorrowthat a heart can bearThere's a hell ofa lotta lonely waiting out thereThere's a hell of a lotta lonelyBaby I'm scared,waiting out there.;28.499;Daryl R
Lonely At The Top;https://www.letras.mus.br/bon-jovi/5086/;Tell Franie I'm sorry she didn't get to know her dadI'll bet he's sorry he didn't get to know you tooTell her there'll be people singing things that make her sadHow her daddy felt alone how he was hurtin' badI guess that won't be too far from the truthYeah, it's lonely at the topHappy is one thing it's not.I was jaded, suffocated, it got too hard to breathBut I never got as high as I needed to beYou know life becomes worthless when they steal your dreamsI just couldn't live with what was left for meAnd I couldn't run far enough from the truth, what's the useYeah, it's lonely at the topHappy's one thing it's notBefore you know you find yourself alone and looking downNo one there can help you stop before you hit the groundIt's lonely at the top - Oooh yeahTell Franie, I'm sorry I better kiss her when she criesI'm sorry I left her, never said good byeDidn't mean to leave you all alone but then the music diedThrough the song remains the same, I couldn't live that lieYou know that ain't too far from the truthYeah, it's lonely at the topHappy's one thing it's notBefore you know you find yourself alone and looking downNo one there to help you stop before you hit the groundYeah, it's lonely at the topYeah, it's lonely at the topIt's lonely;16.513;Jon Bon Jovi / Richie Sambora
Lonely Is The Night;https://www.letras.mus.br/bon-jovi/619086/;I need someone, I need somebody to be a friend,I'm not alone, but still I'm lonely in the endShe was runnin' away on the 9 o'clock train, so very far from home,With a head full of schemes, a handful of dreamsI was on my ownI know you're out there, I know you're thereLonely, lonely is the nightLonely, lonely is the nightWhat can I do, what can I say, to get her back,Alone I wait before my train comes runnin' down the tracksHeaven knows that I'd wait if God were to say that you would comeI guess you can say it's the price that you pay for holdin' onI know you're out there, I know you're thereLonely, lonely is the nightLonely, lonely is the nightLonely, lonely is the nightLonely, lonely is the nightIf you want me, if you need me, I'll be there,If you want me, please believe me, I'll be waitingI know you're out there, I know you're thereLonely, lonely is the nightLonely, lonely is the nightLonely, lonely is the nightLonely, lonely is the night;16.846;Sabe de quem é a composição? Envie pra gente.
Lost Highway;https://www.letras.mus.br/bon-jovi/944238/;In my rearview mirrorMy life is getting clearerThe sunset sighs and slowly disappearsThese trinkets once were treasureLife changes like the weatherYou grow up, grow old, or you hit the road 'round hereSo I drive (drive drive)Watching white lines passing byMy plastic dashboard JesusWaiting there to greet usHey Hey I finally found my waySaid goodbye to yesterdayHit the gas, there ain't no brakes on this lost highwayYeah, I'm busting loose, I'm lettin goOut on this open roadIt's independence day on this lost highwayHey hey, hey heyDon't know where I'm goingBut I know where I've beenI'm afraid of going back againSo I drive (drive drive)Years and miles are flying byAnd waiting there to greet usIs my plastic dashboard JesusHey HeyHey Hey I finally found my waySaid goodbye to yesterdayHit the gas, there ain't no brakes on this lost highwayHell, I'm busting loose, I'm lettin goOut on this open roadIt's independence day on this lost highwayHey heyhey, heyOh patron saint of lonely soulsTell this boy which way to goGuide the car, you've got the keysFarewell to mediocrityKicking off the cruise controlAnd turning up the radioGot just enough religionAnd a half a tank of gasCome onLet's goI finally found my waySaid goodbye to yesterdayHit the gas, there ain't no brakes on this lost highwayI'm busting loose, I'm lettin goWhen I'm out on this open roadIt's independence day on this lost highwayHey hey;129.209;John Shanks / Jon Bon Jovi / Richie Sambora
