titulo;url;letra;views;composicao
Better Think Twice;https://www.letras.mus.br/bon-jovi/290080/;I just want all those modern romancesAlways being in loveWhen any girl smiled at me I went wild at the touch of her clothesThen bang it's off before I know itPoor broken hearted meBetter think twice before falling in love againBetter think twice before falling in loveJackie's all alone in her room with the TV onAnd she's crying, cryingWondering about how her and Joey been getting alongAll this lying, lyingTell her this, tell her thatWhere's these lies gonna endThings would be much better if her and Joey just stayed friendsBetter think twice before falling in love againBetter think twice before falling in loveWhat's in it for you?He's trying to shoot you downLong hot summer nightsGo out now and find that girl and hold her tightLike she's the only girl in the worldYou better think twiceBetter think twice before falling in love againBetter think twice before falling in loveBetter think twice before falling in love againBetter think twice before falling in love;6.846;Sabe de quem é a composição? Envie pra gente.
Billy;https://www.letras.mus.br/bon-jovi/297352/;Since you're been gone now honeyLife ain't nothing but sad luck daysI begged on my knees now, sugarYou acted like you never knew my nameMy friends saw you at the stationI guess you must have missed your trainTell me is it 'cause you love me, BillyOr is it just because you love the pain?Billy, BillyAin't love hard to explain?For a debutante you're a real hard womanBut I love you just the sameHow come you're sad when I get happy?Why do you laugh when I want to cry?Tell me why when I say I need youYou turn around and you say goodbyeWhy do you think that a heart's so fragile?Can you tell me why love's so blind?Just like a magnet you pull me underI can't resist you, we're two of a kindBilly, BillyWe're better lovers than friendsLife is like a movie but this ain't pretendThere really doesn't have to be a happy endI never said you had to walk on waterOr that I could ever stop the rainSometimes we break up just to make up, babyAnd we don't care who's to blameHey, hey, heyBilly, BillyCan we be lovers and friendsLife is like a movie but this ain't pretendThere really doesn't have to be a happy endBilly, BillyAin't love hard to explain?Billy, BillyI love you just the same;8.256;Jon Bon Jovi / Richie Sambora
Billy Get Your Guns;https://www.letras.mus.br/bon-jovi/billy-get-your-guns/;I just seen troubleHe's calling out your name tonightBilly get your gunsYou could walk awayBut I know you were born to fightSo Billy get your gunsThe bandileros are strung outIn the promenadeBilly get your gunsAnd the wind whispers softly that the devil's to blameBilly get your gunsBilly get your gunsThere's trouble blowing like a hurricaneBilly get your gunsThat's the price on your head for thePrice of fameAnd it'll never changeBilly get your gunsThere's a whiskey bottle emptySittin' on the barBilly get your gunsAnd some organ grinder singingAbout some sucker moving onBilly get your gunsAll the whores are hanging outWaiting to get paidBilly get your gunsFrom some Johnny on the spotWho said hey keep the change babyBilly get your gunsBilly get your gunsThere's trouble blowing like a hurricaneBilly get your gunsThat's the price on your head for thePrice of fameAnd it'll never changeThey christened you with whiskeyAnd there's fire running through your veinsWell you're an outlaw just the sameAnd every night a bullet wears your nameBilly get your gunsThere's trouble blowing like a hurricaneBilly get your gunsThat's the price on your head for the price of fameAnd it'll never changeI've seen a hangman dancing beneath the pale moonlightBilly get your gunsAnd every stranger that you meet thinks it's his lucky nightBilly get your gunsI don't envy you Billy but I want to sayYou better get your guns'Cause every outlaw that's died will live to ride againBilly get your gunsBilly get your gunsThere's trouble blowing like a hurricaneBilly get your gunsThat's the price on your head for the price of fameAnd it'll never changeBilly get your guns, Billy get your gunsBilly get your guns, Billy get your guns;4.353;Jon Bon Jovi
Bitter Wine;https://www.letras.mus.br/bon-jovi/4959/;We met some time ago when we were almost youngIt never crossed my mind to ask where did you come from?I didn't have much money so I stole you a roseYou were dressed like an orphan in Salvation Army clothesI never thought I'd lose you, no I'd rather go blindI thought I saw the future but the fortune teller liedYour love was my salvation, it could always get me highWhat was once holy water tastes like bitter wineI know I wasn't funny but you laughed at all my jokesWhen I was choking on the words to say, you stuck your fingersdown my throatThe first night I said I loved you, you told me to go to hellYou were giving me head on that creaky old bed at the Old DuvalmotelJust like everything even good love has to dieAin't no sympathy when it says goodbyeYour love was my salvation, it could always get me highWhat was once holy water tastes like bitter wineOh, yeahJust like everything good love has to dieAin't no sympathy when it says goodbyeNo one even cried, we were one of a kindOne of a kind, yeahLove left me stranded at the station and the last train's gonebyWhat was once holy water tastes like bitter wineYour love was my salvation, it could always get me highYou take the bath of holy water, now all that's left is bitterwine;27.354;Jon Bon Jovi / Richie Sambora
Blame It On The Love Of Rock & Roll;https://www.letras.mus.br/bon-jovi/4976/;Wooh!Ooh, yeah!Comon'!First time I heard the musicI thought it was my ownI could feel it in my heartbeatI could feel it in my bonesMy momma thinks I'm crazyDad says I'm insaneI got this boogie woogie feverBurning in my veinsThey took me to a doctorBut it's too late for meThey dragged me to a preacherThat they saw on their TVWho said that for a small donationMy lost soul would be savedI said I don't think so preacherI'll come back another dayAll I want, is to be a Rolling StoneThey don't understand what we all knowIt feels so good that it ought to be illegalI got my vaccination from a phonagraph needleI'll never grow up and I'll never grow oldBlame it on the love of rock and rollMy teachers didn't like me they alwaysTried to put me down'Cause I wore my hair too longI played my music way too loudEvery little boy wants to learn to play guitarSo he can pick up all the chicksAnd be a rock-n-roll starThey said it won't last, but they misunderstoodIf people think it's bad then I'll be bad for goodIt feels so good that it ought to be illegalI got my vaccination from a phonagraph needleI'll never grow up and I'll never grow oldBlame it on the love of rock and rollBlame it on the love, blameit on the loveDad don't understand what the little girls knowBlame it on the love of rock and rollAll I wanted, all I ever neededMy guitar gave to meEvery song I've sung blame it on loveEvery war I've won blame it on loveEverything I've done blame it on loveBlame it on the love of rock and rollIt feels so good that it ought to be illegalI got my vaccination from a phonagraph needleI'll never grow up and I'll never grow oldBlame it on the love of rock and rollBlame it on the love, blame it on the loveDad don't get what the little girls knowBlame it on the love of rock and roll;14.004;Jon Bon Jovi / Richie Sambora
Blaze Of Glory;https://www.letras.mus.br/bon-jovi/1587440/;I wake up in the morning and I raise my weary headI've got an old coat for a pillowAnd the earth was last night's bedI don't know where I'm goin'Only God knows where I've beenI'm a devil on the run, a six-gun loverA candle in the wind, yeahWhen you're brought into this worldThey say you're born in sinWell, at least they gave me somethin'I didn't have to steal or have to winWell, they tell me that I'm wantedYeah, I'm a wanted manI'm a colt in your stable, I'm what Cain was to AbelMister Catch-Me-If-You-CanI'm goin' down in a blaze of gloryTake me now, but know the truthI'm goin' out in a blaze of gloryAnd, Lord, I never drew first, but I drew first bloodI'm no one's son, call me young gunYou ask about my conscienceAnd I offer you my soulYou ask If I'll grow to be a wise manWell, I ask if I'll grow oldYou ask me if I've known love and what it's like to sing songs in the rainWell, I've seen love come, I've seen it shot downI've seen it die in vainShot down in a blaze of gloryTake me now, but know the truth'Cause I'm goin' out in a blaze of gloryLord, I never drew first, but I drew first bloodI'm the devil's son, call me young gunYeahEach night I go to bedI pray the Lord my soul to keepNo, I ain't lookin' for forgivenessBut before I'm six foot deepLord, I gotta ask a favorAnd I'll hope You'll understand'Cause I've lived life to the fullestLet this boy die like a manStarin' down a bulletLet me make my final standShot down in a blaze of gloryTake me now, but know the truthI'm goin' out in a blaze of gloryLord, I never drew first, but I drew first bloodAnd I'm no one's son, call me young gunI'm a young gun, yeahYoung gun, yeah, yeah, yeahYoung gun;516.448;Jon Bon Jovi
Blind Love;https://www.letras.mus.br/bon-jovi/blind-love/;Welcome to another hard nightYou made it through another daySit at the counter counting tipsCan't count on nothing else these daysDon't want to go home to the TVDon't want to go down to some barYou grab a blanketPut the top downAnd go driving in your carThough your bed's as warm as JanuaryOn this cold December's nightClose your eyes loveSleep safe and sound tonightCause blind loveIs guiding every step I takeIt's one less I got to makeTill I find my way home try loveWelcome to another morningThe Sun's still shining, but it's greyGet out of bed now sleepy headYou'd give an arm to hear him sayOh, and no one said that it'd be easyBut no one said it'd be this hardTo close your eyes loveSleep safe and sound tonightCause blind loveIs guiding every step I takeIt's one less I got to makeTill I find my way home try loveIf there's an patron saint of blind loveI hope he keeps me on your mind, loveWith every moment I'm awayWe're getting closer to the dayWe'll never have to say goodbye, loveThese days it's hard for meTo feel the sand beneath my feetWith this gunny sack and boots onOh, but no one said this would be easyAnd no one said it'd be this hardClose your eyes loveSleep safe and sound tonightCause blind loveIs guiding every step I takeIt's one less I got to makeTill I find my way home try loveIf there's an patron saint of blind loveI pray he keeps me on your mind, loveWith every moment I'm awayWe're getting closer to the dayWe'll never have to say goodbye, loveWith our blind loveBlind loveWelcome to another hard nightYou made it through another day;15.362;Jon Bon Jovi
Blood In The Water;https://www.letras.mus.br/bon-jovi/blood-in-the-water/;A storm is comingLet me be clearYour days are numberedThe end is nearThe walls around youAre closing inIt's too late for prayingSinner meet sinOnce I came across your borderNow they come to take me backI sleep with one eye openI don't make waves, I don't leave tracksFor my daughter and my three sonsIt's the only life they've knownTo me it's my asylumThese stars and stripes my homeBlood in the waterWho's jumping in?The devils made his final offerNow the sharks are circlingBlood in the waterOur fates are sealedThe devils greatest trickWas just to say he wasn't realSatan always used to love to say he wasn't realLies are in the forecastThe truth left with the tideI hear your shadow sold your secretsAnd he's gonna do some timeThey say the noose fits like a necktieSir, you're gonna fit right inWith some old familiar facesSinner meet sinBlood in the waterWho's jumping in?The devils made his final offerNow the sharks are circlingBlood in the waterOur fates are sealedThe devils greatest trickWas just to say he wasn't realSatan always used to love to say he wasn't realI'm no cable news reporterThey got nothing new to sayI'm the voice of the new orderThe star of Anarchy TodayI'm the comments you keep readingAt the bottom of the pageI'm real power, I'm a patriotI'm a Russian hack by tradeA Russian hack by tradeBlood in the waterWho's jumping inThe devils made his final offerNow the sharks are circlingBlood in the waterOur fates are sealedThe devil's greatest trick was just to say he wasn't realBlood in the waterBlood in the waterNow there's blood in the waterBlood in the water;9.893;Sabe de quem é a composição? Envie pra gente.
Blood Money;https://www.letras.mus.br/bon-jovi/1692665/;Hey Patty Garrett that's what I used to call youThey tell me you want me but I hear they've got youThey made you a lawman with a badge made of silverThey paid you some money to sell them my bloodBut you say this ain't about me, this ain't about youOr the good and the bad times we've both been throughWhen the lines between brothers and justice have changedYou do what you've got to cause you can't walk awayI wonder what would have happenedIf you were the killerAnd I was the heroWould things be the sameOr would I have tradedYour life for my own lifeWould I have paidYour debts in your placeBut this ain't about me, this ain't about youOr the good and the bad times we've both been throughWhen the lines between brothers and justice have changedYou do what you've got to cause you can't walk awayBlood moneyThat's what I call it'Cause money for blood ain't no fair exchangeBlood moneyBought and then sold youBut your conscience is all you can take to your grave;11.069;Jon Bon Jovi
Blood On Blood;https://www.letras.mus.br/bon-jovi/5047/;I can still rememberWhen I was just a kidWhen friends were friends foreverAnd what you said was what you didWell, it was me and Danny and BobbyWe cut each other's handsAnd held tight to a promiseOnly brothers understandBut we were so young (so young)One for all and all for one (for one)Just as sure as the river's gonna runBlood on bloodOne on oneWe'd still be standingWhen all was said and doneBlood on bloodOne on oneAnd I'll be here for youTill Kingdom comeBlood on bloodWell, Bobby was our heroCause he had a fake I. DI got busted stealing cigarettesAnd he took the rap for meDanny knew this white trash girlWe each threw in a tenShe took us to this cheap motelAnd turned us into menWe were so young (so young)One for all and all for one (for one)Just as sure as the river's gonna runBlood on bloodOne on oneWe'd still be standingWhen all is said and doneBlood on bloodOne on oneAnd I'll be here for youTill Kingdom comeBlood on bloodNow Bobby, he's an uptown lawyerDanny, he's a medicine manAnd me, I'm just the singerIn a long haired rock'n'roll bandThrough the years and miles between usIt's been a long and lonely rideBut if I got a call in the dead of the nightI'd be right by your sideBlood on blood, blood on bloodBlood on bloodOne on oneWe'd still be standingWhen all is said and doneBlood on bloodOne on oneAnd I'll be here for youTill Kingdom comeBlood on bloodBlood on blood;73.725;Sérgio Bittencourt / Jon Bon Jovi / Richie Sambora
Blue Christmas;https://www.letras.mus.br/bon-jovi/297354/;I'll have a blue Christmas without youI'll be so blue thinking about youDecorations of red on a green Christmas treeWon't be the same here if you're not here with meAnd when those blue snowflakes start fallingIs when those blue memories start callingThen you'll be doing all right with your Christmas of whiteBut I'll have a blue, blue, blue ChristmasDecorations of red on a green Christmas treeJust won't be the same here if you're not here with meAnd when those blue snowflakes start fallingIs when those blue memories start callingYou'll be doing all right with your Christmas of whiteBut I'll have a blue, a blue, blue, blue ChristmasI'll have a blue, blue, blue, blue, blue Christmas;5.691;Sabe de quem é a composição? Envie pra gente.
Bobby's Girl;https://www.letras.mus.br/bon-jovi/290082/;I give you my wordI fill you with promisesI give you anything you wantI told you we could be more than friendsYou and me, babyLive for the day and the dark of the nightWe live for tomorrowEverything will be alrightBaby it don't matter what they sayShe's Bobby's girlJohnny, you're playin' with dynamiteShe's Bobby's girlClose the door baby, it'll be alrightIt don't matter what they sayWhen they say: She's Bobby's girlJohnny, you're playin' with dynamiteShe's Bobby's girlClose the door baby, it'll be alrightCome on, let's goWhen they say: She's Bobby's girlJohnny, you're playin with dynamiteShe's Bobby's girlClose the door honeyIt'll be alrightShe's Bobby's girlCome on baby, come with me tonightShe's Bobby's girlClose the door honeyIt'll be alright nowYeahBobby's GirlI give you my wordI fill you with promisesI give you anything you wantI told you we could be more than friendsYou and me babyLive for the day and the dark of the nightAnxious for tomorrowEverything gonna be alrightBaby it doesn't matter what they sayWhen they say: She's Bobby's girlJohnny, you're playin' with dynamiteShe's Bobby's girlClose the door baby, it'll be alrightWhen I hear you on the telephoneMy body trembles and my blood runs hotYou're so much more than a girlYou bring me up when I'm notYou and me baby, on a magic carpet rideWe live for tomorrowEverything gonna be alrightIt don't matter what they sayWhen they say: She's Bobby's girlJohnny, you're playin' with dynamiteShe's Bobby's girlClose the door baby, it'll be alrightCome on, let's goWhen they say: She's Bobby's girlJohnny, you're playin with dynamiteShe's Bobby's girl, come with me babyIt'll be alrightShe's Bobby's girlShe's Bobby's girlShe's Bobby's girlShe's Bobby's girl;8.189;Jon Bon Jovi
Borderline;https://www.letras.mus.br/bon-jovi/290084/;You call every hour, but there's nothing to saySo talk to me now, before it's too lateOh they say it couldn't happenBut I saw your picture breatheThat fifty dollar doctor said your love is a diseaseI'm alright, I'm okayStill I don't know how, and I don't know whyBut the talk turns to shop, and so we stand on the edge of goodbyeIs this the end of the beginning, or beginning of an endAre you friend or the enemy, or enemy or the friendI walk the borderlineBetween day and the night, wrong and the rightBorderlineThe voices they scream from inside of meOn the borderlineI walk the borderlineI hear talk on the streets, I hear rumors of youThe people I meet say, that the lies are all trueAnd I wake up in a cold sweat, find you lying fast asleepIs my dream a reality, reality a dreamI've crossed the borderlineBetween day and the night, wrong and the rightBorderlineThe voices they scream from inside of meOn the borderlineI walk the borderlineI walk the borderlineBetween day and the night, wrong and the rightBorderlineThe voices they scream from inside of meOn the borderlineI walk the borderlineYeah, yeah, yeah;6.834;D
Born Again Tomorrow;https://www.letras.mus.br/bon-jovi/born-again-tomorrow/;If you were born again tomorrow, and again tomorrowThis ain’t a test, no, it’s a warningAin’t gonna say the sky is fallingYou got to read between the linesStop waiting for a signWhose gonna live your lifeYeah you don’t have to look backTo see where we areThe future’s looking brighterThan a handful of starsYou got to hold on, hold onBe strongIf you were born again tomorrowWould you live your life like yesterdayIf you were born again tomorrowI wouldn’t live my life any other wayDon’t have to end up where you startedHeaven loves the broken heartedYou learn from your mistakesBones grow stronger where they brakeWho says that scars don’t fadeYou don’t have to look backTo see where we areThe future’s looking brighterThan a handful of starsYou got to hold on, hold onYou got to be strongIf you were born again tomorrowWould you live your life like yesterdayIf you were born again tomorrowI wouldn’t live my life any other wayWould you relive every momentWould you tear out any pageIf you were born again tomorrowI wouldn’t live my life any other wayAny other wayAny other wayIf you were born again tomorrowWould you live your life like yesterdayIf you were born again tomorrowI wouldn’t live my life any other wayWould you relive every momentWould you tear out any pageIf you were born again tomorrowI wouldn’t live my life any other wayAny other wayBorn again tomorrowIf you were born again tomorrowBorn again tomorrow;20.908;Billy Falcon / John Shanks / Jon Bon Jovi
Born To Be My Baby;https://www.letras.mus.br/bon-jovi/4966/;Rainy night and we worked all dayWe both got jobs cause there's bills to payWe got something they can't take awayOur love, our livesClose the door, leave the cold outsideI don't need nothing when I'm by your sideWe got something that'll never dieOur dreams, our prideMy heart beats like a drum (All night)Flesh to flesh, one to one (And it's alright)And I'll never let go 'causeThere's something I know deep insideYou were born to be my babyAnd baby, I was made to be your manWe got something to believe inEven if we don't know where we standOnly God would know the reasonsBut I bet he must have had a plan'Cause you were born to be my babyAnd baby, I was made to be your manLight a candle, blow the world awayTable for two on a TV trayIt ain't fancy, baby that's okOur time, our waySo hold me close better hang on tightBuckle up, baby, it's a bumpy rideWe're two kids hitching down the road of lifeOur world, our flightIf we stand side by side (All night)There's a chance we'll get by (And it's alright)And I'll know that you'll liveIn my heart till the day that I die'Cause you were born to be my babyAnd baby, I was made to be your manWe got something to believe inEven if we don't know where we standOnly God would know the reasonsBut I bet he must have had a planCause you were born to be my babyAnd baby, I was made to be your manAnd my heart beats like a drum (All night)Flesh to flesh, one to one (And it's alright)And I'll never let go 'causeThere's something I know deep insideYou were born to be my babyAnd baby, I was made to be your manWe got something to believe inEven if we don't know where we standOnly God would know the reasonsBut I bet he must have had a planCause you were born to be my babyAnd baby, I was made to be your manYou were born to be my babyAnd baby, I was made to be your man;390.215;Jon Bon Jovi / Richie Sambora / Desmond Child
Born To Be Wild (feat. Bryan Adams);https://www.letras.mus.br/bon-jovi/born-to-be-wild-feat-bryan-adams/;Get your motor runnin'Head out on the highwayLooking for adventureIn whatever comes our wayYeah, darlin', gonna make it happenTake the world in a love embraceFire all of your guns at once andExplode into spaceI like smoke and lightnin'Heavy metal thunderRacing in the windAnd the feeling that I'm underYeah, darlin', gonna make it happenTake the world in a love embraceFire all of your guns at once andExplode into spaceLike a true nature's childWe were born, born to be wildWe can climb so highI never wanna dieBorn to be wildBorn to be wildGet your motor runnin'Head out on the highwayLooking for adventureIn whatever comes our wayYeah, darlin', gonna make it happenTake the world in a love embraceFire all of your guns at onceAnd explode into spaceLike a true nature's childWe were born, born to be wildWe can climb so highI never wanna dieBorn to be wildBorn to be wild;1.673;Mars Bonfire
Bounce;https://www.letras.mus.br/bon-jovi/69123/;I been knocked down too many timesCounted out 6, 7, 8, 9Written off like some bad dealIf you're breathing you know how it feelsCall it karma, call it luckMe, I just don't give upBounce, bounce, nothing's gonna keep me downBounce, bounce, stand up, shout it outBounce, bounce, I play hard, I play to winCount me out, count me inI'll be bouncing back againThis ain't no game, I play it hardKicked around, cut, stitched and scarredI'll take the hit but not the fallI know no fear, still standing tallYou can call it karma, call it luckMe, I just don't give upBounce, bounce, nothing's gonna keep me downBounce, bounce, stand up, shout it outBounce, bounce, I play hard, I play to winCount me out, count me inI'll be bouncing back againBounce!Bring it on, I like it roughIn your face, I call your bluffIt ain't karma, it ain't luckMe, I just don't give upBounce, bounce, nothing's gonna keep me downBounce, bounce, stand up, shout it outBounce, bounce, I play hard, I play to winCount me out, count me inI'll be bouncing back againBounce, bounce, nothing's gonna, keep me downBounce, bounce, stand up, shout it outBounce, bounce, I play hard, I play to winCount me out, count me inI'll be bouncing back againBounce, bounceBounce, bounceBounce, bounceBounce, bounceBounce!;31.035;Billy Falcon / Jon Bon Jovi / Richie Sambora
Breakout;https://www.letras.mus.br/bon-jovi/4995/;Breakout!This time, girl, I've had enoughYou're too hot to handle with kid glovesIt's too late, I hear a knock on the doorThe game's over, baby, I can't take it no moreBreakout (breakout)Take these chains from meYou held my heart for ransomBaby, set it freeBreakout (breakout)Your lies can't hide what I seeI'm better off on my ownPromises made me in the heat of the night (whoa-oh-oh)Those words were broken under bedroom lights (whoa-oh)Your lips they burn, your body calls my name (whoa-oh-oh)I can feel the fire but it's all in vain (whoa-oh-oh)Breakout (breakout)Take these chains from meYou held my heart for ransomBaby, set it freeBreakout (breakout)Your lies can't hide what I seeI'm better off on my ownBreakout (breakout)Take these chains from meYou held my heart for ransomBaby, set it freeBreakout (breakout)Your lies can't hide what I seeI'm better off on my ownYou say we'll meet around midnightYou're gonna make me feel alrightI'm saying oh no, not tonightYou gotta let me goBreakout (breakout)Take these chains from meYou held my heart for ransomBaby, set it freeBreakout (breakout)Your lies can't hide what I seeI'm better off on my ownBreakout (breakout)Take these chains from meYou held my heart for ransomBaby, set it freeBreakout (breakout)Your lies can't hide what I seeI'm better off on my ownWoah-oh-ohWoah-oh-ohWoah-oh-ohWoah-oh-ohYou say we'll meet around midnightYou're gonna make me feel, oh so rightI'm saying oh no, not tonightYou gotta let me goBreakout!Breakout!Breakout!Breakout!Breakout!Breakout!;12.123;David Rashbaum / Jon Bon Jovi
Breathe;https://www.letras.mus.br/bon-jovi/983573/;What's the world coming to?Where are we all running to?Not all our dreams are coming trueWe can't let it break usIn two hearts that beat as oneCan't let the clouds cover the SunIf I'm ramblin, I'm guiltyOf wearing my heart on my sleeveWhen it hurts, breatheWhen it burns, breatheThe feeling inside you is feeling like I doTake a breath, breatheLet it out, breatheJust close your eyes don't hold it inside youBreatheShe said baby you look down tonightThere's something wrong and that ain't rightI hear you talking in your sleepI want to dive into your dreamsAnd wrap my loving arms around youProtect you when the waves crash down on youWhen you're lost and you're scaredI'll be the airWhen it hurts, breatheWhen it burns, breatheThe feeling inside you is feeling like I doTake a breath, breatheLet it out, breatheJust close your eyes don't hold it inside youBreatheWhen you give and you takeAnd it feels like something breaksIt's alright, breatheWhen it hurts, breatheWhen you doubt, breatheWhen it burns, breatheLet it out, breatheWhen you give, breatheWhen you love, breatheWhen you live, breatheWhen you touch, breatheIf all that we've got is each otherThan all that we got is a lotWhen it hurts, breatheWhen it burns, breatheThe feeling inside you is feeling like I doTake a breathe, breatheLet it out, breatheJust close your eyes don't hold it inside youBreathe;11.636;Jon Bon Jovi / Richie Sambora
Bridge Over Troubled Water;https://www.letras.mus.br/bon-jovi/1254641/;When you're weary feelin' smallWhen tears are in your eyesI'll dry them allI'm on your sideOh, when times get roughAnd friends just can't be foundLike a bridge over troubled waterI will lay me downLike a bridge over troubled waterI will lay me downWhen you're down and outWhen you're on the streetWhen evening falls so hardI will comfort youI'll take your partOh, when darkness comesAnd pain is all aroundLike a bridge over troubled waterI will lay me downLike a bridge over troubled waterI will lay me downSail on silver girlSail on byYour time has come to shineAll your dreams are on their waySee how they shineOh, if you need a friendI'm sailing right behindLike a bridge over troubled waterI will ease your mindLike a bridge over troubled waterI will ease your mind;7.936;Paul Simon
Broken Promises (Only Lies);https://www.letras.mus.br/bon-jovi/290085/;Do you know I'm leaving on the midnight train?Bought a one way token and I won't be back againWould you smash the spiderHidden in your webMove before you're bittenAnd you trapped me in your bedThe girl admits she tells me liesShe took my soul and I'm taking it backBroken promise painted on your lipsOnly lonelinessGot no love to give, only liesGot no love to give, only liesThe girl admits she tells me liesShe took my soul and I'm taking it backBroken promises painted on your lipsGot no love to giveAll your promises are only liesOnly lies fill your promisesPainted on your lipsGot no love to giveAll your promises are only liesBroken promisesGot no love to giveAll your promises are only liesGot no love to give, only lies;7.938;Sabe de quem é a composição? Envie pra gente.
Brokenpromiseland;https://www.letras.mus.br/bon-jovi/1576063/;Angels falling from the skyImagine that, imagine thatNobody getting outta here aliveNo turning back, no turning backWho's gonna bail out all our shattered dreamsAnd scrape some truth off of these city streetsNo time for praying, get up off your kneesThere's hope I knowOut on that lonely road'Cause home is where you are and where I amBreathe in, breathe outThere's only nowAnd all I got I'm holding in my handsWe're breaking out ofBrokenpromiselandLet's close our eyes and just disappearSlip through the cracks, no looking backWe'll get a million miles away from hereAnd let the past just fade to blackSo what you learn to live with your regretsNo need to fear what hasn't happened yetLife will get you but you can't forgetThere's hope, I knowOut on that lonely road'Cause home is where you are and where I amBreathe in, breathe outThere's only nowAnd all I got I'm holding in my handsWe're breaking out ofBrokenpromiselandSo rise my fallen angelCome on nowCome on nowShine, don't let them break youCome on nowCome on nowCome on nowCome on nowCome on nowCome on nowCome on nowCome onThere hope, I knowOut on that lonely road'Cause home is where you are and where I amBreathe in, breathe outThere's only nowAnd all I got I'm holding in my handsWe're breaking out ofBrokenpromiselandBreaking out ofBrokenpromiselandBreaking out ofBrokenpromiseland;20.360;Sérgio Bittencourt / John Shanks / Jon Bon Jovi / Richie Sambora
Brother Louie;https://www.letras.mus.br/bon-jovi/1272996/;Louie, Louie, Louie, LouieLouie Louie you're gonna cryShe was black as the nightLouie was whiter than whiteDanger danger when you taste brown sugarHe fell in love overnightNothing bad, it was goodLouie had the best that he couldTook her home to meet momma and papaHe knew just where he stoodLouie, Louie, Louie, LouieLouie Louie you're gonna cryAs he stood in the nightKnowing what's wrong and rightHe took her home to meet momma and papaMan they had a terrible fightNow Louie, he caused a sceneHe was wishin' that it was a dreamMakes no difference if you're black or whiteAs long as you know what I meanLouie, Louie, Louie, LouieLouie Louie you're gonna cryLouie, Louie, Louie, LouieLouie Louie you're gonna cry;5.139;Sabe de quem é a composição? Envie pra gente.
Brothers In Arms;https://www.letras.mus.br/bon-jovi/brothers-in-arms/;Ever since I was a young boyBefore I'd ever know who I amMy father said you got to walk before you can crawlSo you can run as soon as you can standSo you can run as soon as you canNow if every breathing day is a lessonI been writing this before I could readWhen momma said, son, don't let this hard worldDo what it's doing to meDon't let it do what it's done to meIt's a hard rain that's gonna fall on the cityStill a hard rain that's gonna fall on the farmThere's no 7th day in a world without pityThere's no ball and chain but the change didn't comeWhere's my better days? Where's my Jesus saves?Where's someone to say?We got to hang onWe're brothers in armsDown in southern AlabamaIt's yes sir, no ma'am, thank you, and pleaseBut don't you step out of line, don't re-write or defineWhat it means to see a man take a kneeOkay, oh, say can you seeIt's a hard rain that's gonna fall on the cityStill a hard rain that's gonna fall on the farmThere's no 7th day in a world without pityThere's no ball and chain but the change didn't comeWhere's my better days? Where's my Jesus saves?Where's someone to say?We got to hang onWe're brothers in armsWe're brothers in armsIt's a hard rain that's gonna fall on the cityStill a hard rain that's gonna fall on the farmIt's a hard rain that's gonna fall on the cityStill a hard rain don't give a damn who you areThere's no 7th day in a world without pityThere's no ball and chain but the change didn't comeWhere's my better days? Where's my Jesus saves?Where's someone to say?We got to hang onWe're brothers in armsWe're brothers in arms;2.777;Sabe de quem é a composição? Envie pra gente.
Bullet;https://www.letras.mus.br/bon-jovi/1575738/;Dateline early Sunday morningShots ring out without a warningNo one seems to even blink in this townTwo dead and a baby missingSirens screaming in the distanceA mother pleading bring my baby home nowFor the pink slip of an SUVA night cut down whit tragedyHis defense another generation breakdownYeah, yeahWhat is the distanceBetween a bullet and a gunGod are you listeningOr have you just given upCorporate countries go to warBehind the lies they're are fighting forAnd black gold from an old king's soul won this roundHow can someone take a lifeIn the name of God and say it's rightHow does money lead to greedWhen there's still hungry mouths to feedYeah, yeahWhat is the distanceBetween a bullet and a gunGod are you listeninOr have you just given upWe need forgivenessWe all need a lot of loveWe need some hopeWe need it nowA little faith man help me outI'll learn to pray, but it's too late nowYeah, yeahWhat is the distanceBetween a bullet and a gunGod are you listeninOr have you just given upWhat is the distanceBetween a bullet and a gunWe need forgivenessWe all need a lot of loveA lot of loveYeah, yeah;16.944;Jon Bon Jovi / Richie Sambora
Burn With Me;https://www.letras.mus.br/bon-jovi/burn-with-me/;Sparks will flyWe can burn this house downSay good nightTo everything we are nowKiss me, kill meJust give me and then let goLet's live this lifeLike there's no tomorrowBurn with me one last timeAll we leave by ashes, embers in the fireBurn with me, smoke will riseCan't we help the liar walking through the fire?And burn with meWrong, all rightI'm waiting on an answerSave this lifeRight now is all that mattersKiss me, thrill meTell me all your secretsWhisper to meI promise that I'll keep itBurn with me one last timeAll we leave by ashes, embers in the fireBurn with me, smoke will riseCan't we help the liar walking through the fire?Burn with meIt's my heart beating on your bedroom doorHe's to leave, now you keep me coming back for moreWhen you say it's caught now in flamesBurn with me one last timeAll we leave by ashes, embers in the fireBurn with me, smoke will riseCan't we help the liar walking through the fire?Burn with me one last timeAll we leave by ashes, embers in the fireBurn with meBurn with meBurn with meBurn with meLet's live this lifeLike there's no tomorrow;11.956;Sabe de quem é a composição? Envie pra gente.
