titulo;url;letra;views;composicao
Champion;https://www.letras.mus.br/taylor-swift/champion/;I never saw you as the same personAlways when you're closing the doorI can feel everything you feltWas everything I should knowI held the door thinking in youYou were passing with your busy handsAlways when I wanted to seeIt's what I can see nowWasn't easy see you going awayHe's everything I have nowThen you went and put me downI saw your string lights shining in your eyesIt's okay, just stay freeTimes won't be the same than beforeYou can dreaming every day with meJust have your heart well openAnd everybody is believing in youYou was the champion in liesI couldn't have seen you thenI will be well afraid without youI held the door thinking in youYou were passing with your busy handsAlways when I wanted to seeIt's what I can see nowWasn't easy see you going awayHe's everything I have nowThen you went and put me downI saw your string lights shining in your eyesIt's okay, just stay freeTimes won't be the same than beforeYou can dreaming every day with meJust have your heart well openAnd everybody is believing in youYou was the champion in liesI couldn't have seen you thenI will be well afraid without youI held the door thinking in youYou were passing with your busy handsAlways when I wanted to seeIt's what I can see nowWasn't easy see you going awayHe's everything I have nowThen you went and put me downI saw your string lights shining in your eyesIt's okay, just stay freeTimes won't be the same than beforeYou can dreaming every day with meJust have your heart well openAnd everybody is believing in youYou was the champion in liesI couldn't have seen you thenI will be well afraid without youChampion, oh, champion;3.833;Sabe de quem é a composição? Envie pra gente.
Change;https://www.letras.mus.br/taylor-swift/1834084/;And it's a sad pictureThe final blow hits youSomebody else gets what you wanted again andYou know it's all the sameAnother time and placeRepeating history and you’re getting sick of itBut I believe in whatever you doAnd I'll do anything to see it throughBecause these things will changeCan you feel it now?These walls that they put up to hold us backWill fall downThis revolutionThe time will comeFor us to finally winAnd we'll sing Hallelujah!We'll sing Hallelujah!So we've been outnumberedRaided and now corneredIt's hard to fight when the fight ain't fairWe're getting stronger nowFind things they never foundThey might be bigger, but we're faster and never scaredYou can walk away, say we don't need thisBut there's something in your eyes, says we can beat this'Cause these things will changeCan you feel it now?These walls that they put up to hold us backWill fall downThis revolutionThe time will comeFor us to finally winAnd we'll sing Hallelujah!We'll sing Hallelujah!, ohTonight we'll standGet off our kneesFight for what we've worked for all these yearsAnd the battle was longIt's the fight of our livesBut we'll stand up champions tonightIt was the night things changedCan you see it now?These walls that they put up to hold us backFell downThis revolutionThrow your hands up'Cause we never gave inAnd we'll sing Hallelujah!We sang Hallelujah!, ohHalleluja;86.452;Sabe de quem é a composição? Envie pra gente.
Change;https://www.letras.mus.br/taylor-swift/1301679/;And it's a sad pictureThe final blow hits youSomebody else gets what you wanted again andYou know it's all the sameAnother time and placeRepeating history and you’re getting sick of itBut I believe in whatever you doAnd I'll do anything to see it throughBecause these things will changeCan you feel it now?These walls that they put up to hold us backWill fall downThis revolutionThe time will comeFor us to finally winAnd we'll sing Hallelujah!We'll sing Hallelujah!So we've been outnumberedRaided and now corneredIt's hard to fight when the fight ain't fairWe're getting stronger nowFind things they never foundThey might be bigger, but we're faster and never scaredYou can walk away, say we don't need thisBut there's something in your eyes, says we can beat this'Cause these things will changeCan you feel it now?These walls that they put up to hold us backWill fall downThis revolutionThe time will comeFor us to finally winAnd we'll sing Hallelujah!We'll sing Hallelujah! OhTonight we'll standGet off our kneesFight for what we've worked for all these yearsAnd the battle was longIt's the fight of our livesBut we'll stand up champions tonightIt was the night things changedCan you see it now?These walls that they put up to hold us backFell downThis revolutionThrow your hands up'Cause we never gave inAnd we'll sing Hallelujah!We sang Hallelujah! OhHallelujah;222.041;Taylor Swift
Check Out This View;https://www.letras.mus.br/taylor-swift/check-out-this-view/;I don’t need a loveBut there is one thing love has taught meIt’s to never expect too muchDon’t need a believable touchI just need youI just need youDon’t need mineI found mineWhy should we be wasting time?You don’t know what you missedI look into your eyes like thisAnd you should be in front of me seeing everything I seeLooking at youCheck out this viewThink of a quiet beachThink of how the waves crash downThink about a summer’s eveNo offense to them but I thank I’m not there with youWalk in a roomIn the light or in the darkWell nothing shadows who you are andYou don’t know what you missedI look into your eyes like thisAnd you should be in front of me seeing everything I seeLooking at youCheck out this viewI look outside the windowEvery day see something newBut all I ever wanted was a window looking at youAt you (a window just for you)And you don’t know what you missedI look into your eyes like thisAnd you should be in front of me seeing everything I seeYou don’t know what you missedI look into your eyes like thisAnd you should be in front of me seeing everything I seeLooking at youCheck out this view;4.814;Sabe de quem é a composição? Envie pra gente.
Chloe or Sam or Sophia or Marcus;https://www.letras.mus.br/taylor-swift/chloe-or-sam-or-sophia-or-marcus/;Your hologram stumbled into my apartmentHands in the hair of somebody in darknessNamed Chloe or Sam or Sophia or MarcusAnd I just watched it happenAs the decade would play us for foolsAnd you saw my bones out with somebody newWho seemed like he would've bullied you in schoolAnd you just watched it happenIf you wanna break my cold, cold heartJust say: I loved you the way that you wereIf you wanna tear my world apartJust say you've always wonderedYou said some things that I can't unabsorbYou turned me into an idea of sortsYou needed me, but you needed drugs moreAnd I couldn't watch it happenI changed into goddesses, villains and foolsChanged plans and lovers, and outfits and rulesAll to outrun my desertion of youAnd you just watched itIf you wanna break my cold, cold heartJust say: I loved you the way that you wereIf you wanna tear my world apartJust say you've always wonderedIf the glint in my eye traced the depths of your sighDown that passage in time back to the momentI crashed into you, like so many wrecks doToo impaired by my youth to know what to doSo if I sell my apartmentAnd you have some kids with an internet starletWill that make your memory fade from this scarlet maroonLike it never happened?Could it be enough to just float in your orbit?Can we watch our phantoms like watching wild horses?Cooler in theory, but not if you force it to beIt just didn't happenSo if you wanna break my cold, cold heartSay you loved meAnd if you wanna tear my world apartSay you'll always wonder(Ah-ah-ah-ah-ah-ah)'Cause I wonder(Ah-ah-ah-ah-ah-ah)Will I always(Ah-ah-ah-ah-ah-ah)Will I always wonder?;135.908;Aaron Dessner / Taylor Swift
Christmas Must Be Something More;https://www.letras.mus.br/taylor-swift/1155146/;What if ribbons and bows didn't mean a thing?Would the song still survive without five golden rings?Would you still want to kiss without misletoe?What would happen if God never let it snow?What would happen if Christmas carols told a lie?Tell me what would you find?You'd see that today holds something specialSomething holy, not superficialSo here's to the birthday boy who saved our livesIt's something we all try to ignoreAnd put a wreath up on your doorSo here's something you should know that is for sureChristmas must be something moreWhat if angels did not pay attention toAll the things that we wished they would always do?What if happiness came in a cardboard boxThen I think there is something we all forgot?What would happen if presents all went away?Tell me what would you find?You'd see that today holds something specialSomething holy, not superficialSo here's to the birthday boy who saved our livesIt's something we all try to ignoreAnd put a wreath up on your doorSo here's something you should know that is for sureChristmas must be something moreWe get so caught up in all of itBusiness and relationshipsHundred mile an hour livesAnd it's this time of yearAnd everybody's hereIt seems the last thing on your mindIs that the day holds something specialSomething holy, not superficialSo here's to Jesus Christ who saved our livesIt's something we all try to ignoreAnd put a wreath up on your doorBut here's something you should know that is for sureChristmas must be somethingChristmas must be somethingChristmas must be something moreThere's gotta be moreThere's gotta be more;27.960;Taylor Swift
Christmas Tree Farm;https://www.letras.mus.br/taylor-swift/christmas-tree-farm/;My winter nights are taken up by staticStress and holiday shopping trafficBut I close my eyes and I'm somewhere elseJust like magicIn my heart is a Christmas tree farmWhere the people would comeTo dance under sparkling lightsBundled up in their mittens and coatsAnd the cider would flowAnd I just wanna be there tonightSweet dreams of holly and ribbonMistakes are forgivenAnd everything is icy and blueAnd you would be there tooUnder the mistletoeWatching the fire glowAnd telling me: I love youJust being in your armsTakes me back to that little farmWhere every wish comes trueIn my heart is a Christmas tree farmThere's a light in the barnWe run inside out from the coldIn the town, kids are dreaming of sleighsAnd they're warm and they're safeThey wake to see a blanket of snowSweet dreams of holly and ribbonMistakes are forgivenAnd everythin' is icy and blueAnd you would be there tooUnder the mistletoeWatching the fire glowAnd telling me: I love youJust being in your armsTakes me back to that little farmWhere every wish comes trueBaby, yeahAnd when I'm feeling aloneYou remind me of homeOh, baby, baby, Merry ChristmasAnd when the world isn't fairI pretend that we're thereBaby, baby, Merry ChristmasTo youUnder the mistletoe (to you)Watching the fire glowAnd telling me: I love youOh, baby, baby, Merry ChristmasOh, baby, baby, Merry Christmas (darling)Oh, baby, baby, Merry ChristmasI love youOh, baby, baby, Merry ChristmasOh, baby, baby, Merry Christmas (I just want you to know)Oh, baby, baby, Merry ChristmasWhere every wish comes trueI love you;62.168;Taylor Swift
Christmas Tree Farm (Old Timey Version) (Amazon Original);https://www.letras.mus.br/taylor-swift/christmas-tree-farm-old-timey-version-amazon-original/;My winter nights are taken up by staticStress and holiday shopping trafficBut I close my eyes and I'm somewhere elseJust like magicIn my heart is a Christmas tree farmWhere the people would comeTo dance under sparkling lightsBundled up in their mittens and coatsAnd the cider would flowAnd I just wanna be there tonightSweet dreams of holly and ribbonMistakes are forgivenAnd everythin' is icy and blueAnd you would be there tooUnder the mistlеtoeWatchin' the fire glowAnd tеllin' me: I love youJust bein' in your armsTakes me back to that little farmWhere every wish comes trueIn my heart is a Christmas tree farmThere's a light in the barnWe run inside out from the coldIn the town, kids are dreamin' of sleighsAnd they're warm and they're safeThey wake to see a blanket of snowSweet dreams of holly and ribbonMistakes are forgivenAnd everythin' is icy and blueAnd you would be there tooUnder the mistletoeWatchin' the fire glowAnd tellin' me: I love youJust bein' in your armsTakes me back to that little farmWhere every wish comes trueBaby, yeahAnd when I'm feelin' aloneYou remind me of homeOh, baby, baby, Merry ChristmasAnd when the world isn't fairI pretend that we're thereBaby, baby, Merry Christmas (to you)Under the mistletoe (to you)Watching the fire glowAnd tellin' me: I love youOh, baby, baby, Merry ChristmasOh, baby, baby, Merry Christmas (darling)Oh, baby, baby, Merry ChristmasI love youOh, baby, baby, Merry ChristmasOh, baby, baby, Merry Christmas (I just want you to know)Oh, baby, baby, Merry ChristmasWhere every wish comes trueMerry Christmas;954;Taylor Swift
Christmases When You Were Mine;https://www.letras.mus.br/taylor-swift/1155148/;"Please, take down the misletoe'Cause I don't wanna think about that right now'Cause everything I want is miles awayIn a snow covered little townMy momma's in the kitchen, worrying about meSeason's greetings, hope you're wellWell I'm doing alright, if you were wonderingLately I can never tellI know this shouldn't be a lonely timeBut there were Christmases when you were mineI've been doing fine without you, reallyUp until the nights got coldAnd everybody's here, except you, babySeems like everyone's got someone to holdBut for me, it's just a lonely time'Cause there were Christmases when you were mine""Merry Christmas everybody""That'll have to be something I just say this yearI'll bet you got your mom another sweaterAnd were your cousins late again?When you were putting up the lights this yearDid you notice one less pair of hands?I know this shouldn't be a lonely timeBut there were Christmases when I didn't wonder how you are tonight'Cause there were Christmases when you were mineYou were mine";31.344;Liz Rose / Nathan Chapman / Taylor Swift
Clara Bow;https://www.letras.mus.br/taylor-swift/clara-bow/;You look like Clara BowIn this light, remarkableAll your life, did you knowYou'd be picked like a rose?I'm not trying to exaggerateBut I think I might die if it happenedDie if it happened to meNo one in my small town thought I'd see the lights of ManhattanThis town is fake, but you're the real thingBreath of fresh air through smoke ringsTake the glory, give everythingPromise to be dazzlingYou look like Stevie NicksIn '75, the hair and lipsCrowd goes wild at her fingertipsHalf moonshine, a full еclipseI'm not trying to exaggeratеBut I think I might die if I made itDie if I made itNo one in my small town thought I'd meet these suits in LAThey all wanna sayThis town is fake, but you're the real thingBreath of fresh air through smoke ringsTake the glory, give everythingPromise to be dazzlingThe crown is stained, but you're the real queenFlesh and blood amongst war machinesYou're the new God we're worshippingPromise to be dazzlingBeauty is a beast that roars down on all foursDemanding moreOnly when your girlish glowed flicks as just soldDo they let you know?It's hell on earth to be heavenlyThem's the breaks, they don't come gentlyYou look like Taylor SwiftIn this light, we're lovin' itYou've got edge, she never didThe future's bright, dazzling;115.236;Aaron Dessner / Taylor Swift
Clean;https://www.letras.mus.br/taylor-swift/clean/;The drought was the very worstAh, ahWhen the flowers that we'd grown together died of thirstIt was months and months of back and forthAh, ahYou're still all over me like a wine-stained dress I can't wear anymoreHung my head as I lost the warAnd the sky turned black like a perfect stormThe rain came pouring downWhen I was drowning, that's when I could finally breatheAnd by morningGone was any trace of you, I think I am finally cleanThere was nothing left to doAh, ahWhen the butterflies turned to dust that covered my whole roomSo I punched a hole in the roofAh, ahLet the flood carry away all my pictures of youThe water filled my lungsI screamed so loud, but no one heard a thingThe rain came pouring downWhen I was drowning, that's when I could finally breatheAnd by morningGone was any trace of you, I think I am finally cleanI think I am finally cleanAhSaid I think I am finally cleanAhTen months sober, I must admitJust because you're clean don't mean you don't miss itTen months older, I won't give inNow that I'm clean, I'm never gonna risk itThe drought was the very worstAh, ahWhen the flowers that we'd grown together died of thirstThe rain came pouring downWhen I was drowning, that's when I could finally breatheAnd by morningGone was any trace of you, I think I am finally cleanThe rain came pouring downWhen I was drowning, that's when I could finally breatheAnd by morningGone was any trace of you, I think I am finally cleanFinally cleanThink I'm finally cleanAh, ahThink I'm finally clean;502.742;Imogen Heap / Taylor Swift
Closest To A Cowboy;https://www.letras.mus.br/taylor-swift/closest-to-a-cowboy/;I drive around this townIn a Mustang with the top downAnd six running horses under my hoodWell that’s good enough for meDon’t need the real thingThat’s just another thing for me to try to tameDon’t know if I couldIt might just break meI thought there for a little while, every sunsetI’d be a riding off with himSnap buttons on a denim shirtBlue jeans and a little dirtThat’s the closest you’ll see meFeet hanging out a pickup truckCrazy and a little roughRunning freeThat’s the closest to a cowboy you’ll see meBefore I met himI was so sane and groundedBefore he taught me how to lieAnd crawl out the windowI learned the dirt roadsAnd I got my heart broken'Cause that cowboy taught me how to cryAnd how to let goI thought there for a little while, every sunsetI’d be a riding off with himSnap buttons on a denim shirtBlue jeans and a little dirtThat’s the closest you’ll see meFeet hanging out a pickup truckCrazy and a little roughRunning freeThat’s the closest to a cowboy you’ll see meIt was all a little wonderful and strangeBut I’ll never look at a sunset the same nightSnap buttons on a denim shirtBlue jeans and a little dirtThat’s the closest you’ll see meFeet hanging out a pickup truckCrazy and a little roughRunning freeSitting fishing by the river bankSwimming in the water tankThat’s the closest you’ll see meFeet hanging out a pickup truckCrazy and a little roughRunning freeThat’s the closest to a cowboy you’ll see me;4.133;Sabe de quem é a composição? Envie pra gente.
closure;https://www.letras.mus.br/taylor-swift/closure/;It's been a long timeAnd seeing the shape of your nameStill spells out painIt wasn't rightThe way it all went downLooks like you know that nowYes, I got your letterYes, I'm doing betterIt cut deep to know ya, right to the boneYes, I got your letterYes, I'm doing betterI know that it's overI don't need your closureYour closureDon't treat me likeSome situation that needs to be handledI'm fine with my spiteAnd my tears, and my beers and my candlesI can feel you smoothing me overYes, I got your letterYes, I'm doing bettеrIt cut deep to know ya, right to the boneYes, I got your lеtterYes, I'm doing betterI know that it's overI don't need your closureYour closureYour closureYour closureI know I'm just a wrinkle in your new lifeStaying friends would iron it out so niceGuilty, guilty, reaching out across the seaThat you put between you and meBut it's fake and it's, oh, so unnecessaryYes, I got your letterYes, I'm doing betterIt cut deep to know ya right to the boneYes, I got your letterYes, I'm doing betterI know that it's overI don't need your closure, closureYour closureYour closure;142.030;Aaron Dessner / Taylor Swift
Cold As You;https://www.letras.mus.br/taylor-swift/824926/;You have a way of coming easily to meAnd when you take, you take the very best of meSo I start a fight 'cause I need to feel somethingAnd you do what you want 'cause I'm not what you wantedOh, what a shame, what a rainy ending given to a perfect dayJust walk away, ain't no use defending words that you will never sayAnd now that I'm sitting here thinking it throughI've never been anywhere cold as youYou put up walls and paint them all a shade of grayAnd I stood there loving you and wished them all awayAnd you come away with a great little storyOf a mess of a dreamer with the nerve to adore youOh, what a shame, what a rainy ending given to a perfect daySo just walk away, ain't no use defending words that you will never sayAnd now that I'm sitting here thinking it throughI've never been anywhere cold as youYou never did give a damn thing, honey, but I cried, cried for youAnd I know you wouldn't have told nobody if I died, died for youDied for youOh, what a shame, what a rainy ending given to a perfect dayEvery smile you fake is so condescendingCounting all the scars you madeAnd now that I'm sitting here thinking it throughI've never been anywhere cold as you;178.687;Liz Rose / Taylor Swift
Come Back... Be Here;https://www.letras.mus.br/taylor-swift/come-back-be-here/;You said it in a simple way4 AM, the second dayHow strange that I don't know you at allWe stumbled through the long goodbyeOne last kiss, then catch your flightRight when I was just about to fallI told myself: Don't get attachedBut in my mind, I play it backSpinning faster than the plane that took youAnd this is when the feeling sinks inI don't want to miss you like thisCome back, be hereCome back, be hereI guess you're in New York todayI don't want to need you this wayCome back, be hereCome back, be hereThe delicate beginning rushThe feeling you can know so muchWithout knowing anything at allAnd now that I can put this downIf I had known what I know nowI never would've played so nonchalantTaxi cabs and busy streetsThat never bring you back to meI can't help but wish you took me with youAnd this is when the feeling sinks inI don't want to miss you like thisCome back, be hereCome back, be hereI guess you're in London todayAnd I don't want to need you this wayCome back, be hereCome back, be hereThis is falling in love in the cruelest wayThis is falling for you and you are worlds awayIn New York, be hereBut you're in London and I break down'Cause it's not fair that you're not aroundThis is when the feeling sinks inI don't want to miss you like thisCome back, be hereCome back, be hereI guess you're in New York todayAnd I don't want to need you this wayCome back, be hereCome back, be hereI don't want to miss you like this, oh, ohCome back, be hereCome back, be here;299.830;Dan Wilson / Taylor Swift
Come In With The Rain;https://www.letras.mus.br/taylor-swift/824927/;I could go back to every laughBut I don't wanna go there anymoreAnd I know all the steps up to your doorBut I don't wanna go there anymoreTalk to the windTalk to the skyTalk to the man with the reasons whyAnd let me know what you findI'll leave my window open'Cause I'm too tired at night to call your nameJust know I'm right here hopingThat you'll come in with the rainI could stand up and sing you a songBut I don't wanna have to go that farAnd I, I've got you down, I know you by heartAnd you don't even know where I startTalk to yourselfTalk to the tearsTalk to the man who put you hereAnd don't wait for the sky to clearI'll leave my window open'Cause I'm too tired at night to call your name outJust know I'm right here hopingThat you'll come in with the rainI've watched you so longScreamed your nameI dont' know what else I can sayBut I'll leave my window open'Cause I'm too tired at night for all of these gamesJust know I'm right here hopingThat you'll come in with the rainI could go back to every laughBut I don't wanna go there anymore;111.762;Liz Rose / Taylor Swift
coney island (feat. The National);https://www.letras.mus.br/taylor-swift/coney-island-feat-the-national/;Break my soul in two looking for youBut you're right hereIf I can't relate to you anymoreThen who am I related to?And if this is the long haulHow'd we get here so soon?Did I close my fist around something delicate?Did I shatter you?And I'm sitting on a bench in Coney IslandWondering where did my baby go?The fast times, the bright lights, the merry goSorry for not making you my centerfoldOver and overLost again with no surprisesDisappointments, close your eyesAnd it gets colder and colderWhen the Sun goes downThe question pounds my headWhat's a lifetime of achievement?If I pushed you to the edgeBut you were too polite to leave meAnd do you miss the rogueWho coaxed you into paradise and left you there?Will you forgive my soulWhen you're too wise to trust me and too old to care?'Cause we were like the mall before the internetIt was the one place to beThe mischief, the gift wrapped suburban dreamsSorry for not winning you an arcade ringOver and overLost again with no surprisesDisappointments, close your eyesAnd it gets colder and colderWhen the Sun goes downWere you waiting at our old spotIn the tree lineBy the gold clock?Did I leave you hanging every single day?Were you standing in the hallwayWith a big cake? Happy birthdayDid I paint your bluest skies the darkest grey?A universe awayAnd when I got into the accidentThe sight that flashed before me was your faceBut when I walked up to the podiumI think that I forgot to say your nameI'm on a bench in Coney IslandWondering where did my baby go?The fast times, the bright lights, the merry goSorry for not making you my centerfoldOver and overLost again with no surprisesDisappointments, close your eyesAnd it gets colder and colderWhen the Sun goes downWhen the Sun goes downThe sight that flashed before me was your faceWhen the Sun goes downBut I think that I forgot to say your nameOver and overSorry for not making you my, making you myMaking you my centerfold;193.546;Aaron Dessner / Bryce Dessner / Taylor Swift / William Bowery
Cornelia Street;https://www.letras.mus.br/taylor-swift/cornelia-street/;We were in the backseatDrunk on something stronger than the drinks in the barI rent a place on Cornelia StreetI say casually in the carWe were a fresh page on the deskFilling in the blanks as we goAs if the street lights pointed in an arrow headLeading us homeAnd I hope I never lose you, hope it never endsI'd never walk Cornelia Street againThat's the kinda heartbreak time could never mendI'd never walk Cornelia Street againAnd baby, I get mystified by how this city screams your nameAnd baby, I'm so terrified of if you ever walk awayI'd never walk Cornelia Street againI'd never walk Cornelia Street againWindows flung right open, autumn airJacket 'round my shoulders is yoursWe bless the rains on Cornelia StreetMemorize the creaks in the floorBack when we were card sharks, playing gamesI thought you were leading me onI packed my bags, left Cornelia StreetBefore you even knew I was goneBut then you called, showed your handI turned around before I hit the tunnelSat on the roof, you and II hope I never lose you, hope it never endsI'd never walk Cornelia Street againThat's the kinda heartbreak time could never mendI'd never walk Cornelia Street againAnd baby, I get mystified by how this city screams your nameAnd baby, I'm so terrified of if you ever walk awayI'd never walk Cornelia Street againI'd never walk Cornelia Street againYou hold my hand on the streetWalk me back to that apartmentYears ago, we were just insideBarefoot in the kitchenSacred new beginningsThat became my religion, listenI hope I never lose youI'd never walk Cornelia Street againOh, never againAnd baby, I get mystified by how this city screams your nameAnd baby, I'm so terrified of if you ever walk awayI'd never walk Cornelia Street againI'd never walk Cornelia Street againI don't wanna lose you (hope it never ends)I'd never walk Cornelia Street againI don't wanna lose you (yeah)I rent a place on Cornelia StreetI say casually in the car;388.436;Taylor Swift
cowboy like me;https://www.letras.mus.br/taylor-swift/cowboy-like-me/;And the tennis court was covered upWith some tent-like thingAnd you asked me to danceBut I said: Dancing is a dangerous gameOh, I thoughtThis is gonna be one of those thingsNow I knowI'm never gonna love againI've got some tricks up my sleeveTakes one to know oneYou're a cowboy like meNever wanted love, just a fancy carNow I'm waiting by the phoneLike I'm sitting in an airport barYou had some tricks up your sleeveTakes one to know oneYou're a cowboy like mePerched in the darkTelling all the rich folks anything they wanna hearLike it could be loveI could be the way forwardOnly if they pay for itYou're a bandit like meEyes full of starsHustling for the good lifeNever thought I'd meet you hereIt could be loveWe could be the way forwardAnd I know I'll pay for itYou're a cowboy like mePerched in the darkTelling all the rich folks anything they wanna hearLike it could be loveI could be the way forwardOnly if they pay for itYou're a bandit like meEyes full of starsHustling for the good lifeNever thought I'd meet you hereIt could be loveWe could be the way forwardAnd I know I'll pay for itAnd the skeletons in both our closetsPlotted hard to fuck this upAnd the old men that I've swindledReally did believe I was the oneAnd the ladies lunching have their stories aboutWhen you passed through townBut that was all before I locked it downNow you hang from my lipsLike the Gardens of BabylonWith your boots beneath my bedForever is the sweetest conI've had some tricks up my sleeveTakes one to know oneYou're a cowboy like meAnd I'm never gonna love againI'm never gonna love againI'm never gonna love again;219.216;Aaron Dessner / Taylor Swift
Crazier;https://www.letras.mus.br/taylor-swift/1446165/;I'd never gone with the windJust let it flowLet it take me where it wants to go'Till you open the doorNow there's so much moreI'd never seen it beforeI was trying to fly, but I couldn't find wingsBut you came along and you changed everythingYou lift my feet off the groundYou spin me aroundYou make me crazier, crazierFeels like I'm falling and II'm lost in your eyesYou make me crazier, crazier, crazierI've watched from a distance as youYou made life your ownEvery sky was your own kind of blueAnd I wanted to knowHow that would feelAnd you made it so realYou showed me something that I couldn't seeYou opened my eyes and you made me believeYou lift my feet off the groundYou spin me aroundYou make me crazier, crazierFeels like I'm falling and II'm lost in your eyesYou make me crazier, crazier, crazierOh, baby, you showed me what living is forI don't want to hide anymoreYou lift my feet off the groundYou spin me aroundYou make me crazier, crazierFeels like I'm fallingAnd I, I'm lost in your eyesYou make me crazier, crazier, crazierCrazierCrazier;569.593;Robert Ellis Orrall / Taylor Swift
Cross My Heart;https://www.letras.mus.br/taylor-swift/cross-my-heart/;I’ve been counting days andI’ve been being patient aboutA little thing called loveCrossing all my fingersLetting my heart lingerTrying to get some help from up aboveAnd I don’t wanna jinx my luckI’ve left it all behind meAnd I’ve been hoping everydayThat someday you will find meSo I cross my heart and hope for youKnock on the wood and broke the moonI pray for you and me and hope I’m rightAnd I’m wearing out that ole wishing wellYou never know if time will tellI cross my heart and hope for you tonight, tonightDreaming of you latelyI’ve been thinking maybeThere is something I can doCause I’ve been on the verge ofRunning round in circlesBaby all I want is youAnd I don’t wanna jinx my luckI’ve left it all behind meAnd I’ve been hoping everydayThat someday you will find meSo I cross my heart and hope for youKnock on the wood and broke the moonI pray for you and me and hope I’m rightAnd I’m wearing out that ole wishing wellYou never know if time will tellI cross my heart and hope for you tonightDo you believe in miracles?Please tell me if you’ve seen oneI’d like to knowJust where to goBecause I think I need oneSo I cross my heart and hope for youKnock on the wood and broke the moonI pray for you and me and hope I’m rightAnd I’m wearing out that ole wishing wellYou never know if time will tellI cross my heart and hope for you tonight, tonightI’ll cross my heart and hope for youKnock on the wood and broke the moonI pray for you and me and hope I’m rightAnd I’m wearing out that ole wishing wellYou never know if time is gonna tellI cross my heart and hope for you tonight.;7.882;Taylor Swift
Cruel Summer;https://www.letras.mus.br/taylor-swift/cruel-summer/;(Yeah, yeah, yeah, yeah)Fever dream high in the quiet of the nightYou know that I caught it (oh, yeah, you're right, I want it)Bad, bad boy, shiny toy with a priceYou know that I bought it (oh, yeah, you're right, I want it)Killing me slow, out the windowI'm always waiting for you to be waiting belowDevils roll the dice, angels roll their eyesWhat doesn't kill me makes me want you moreAnd it's new, the shape of your bodyIt's blue, the feeling I've gotAnd it's ooh, whoa ohIt's a cruel summerIt's cool, that's what I tell 'emNo rules in breakable heavenBut ooh, whoa ohIt's a cruel summerWith youHang your head low in the glow of the vending machineI'm not dying (oh, yeah, you're right, I want it)You say that we'll just screw it up in these trying timesWe're not trying (oh, yeah, you're right, I want it)So cut the headlights, summer's a knifeI'm always waiting for you just to cut to the boneDevils roll the dice, angels roll their eyesAnd if I bleed, you'll be the last to knowOh, it's new, the shape of your bodyIt's blue, the feeling I've gotAnd it's ooh, whoa ohIt's a cruel summerIt's cool, that's what I tell 'emNo rules in breakable heavenBut ooh, whoa ohIt's a cruel summerWith youI'm drunk in the back of the carAnd I cried like a baby coming home from the bar (oh)Said I'm fine, but it wasn't trueI don't wanna keep secrets just to keep youAnd I snuck in through the garden gateEvery night that summer, just to seal my fate (oh)And I scream for whatever it's worthI love you, ain't that the worst thing you ever heard?He looks up, grinning like a devilAnd it's new, the shape of your bodyIt's blue, the feeling I've gotAnd it's ooh, whoa ohIt's a cruel summerIt's cool, that's what I tell 'emNo rules in breakable heavenBut ooh, whoa ohIt's a cruel summerWith youI'm drunk in the back of the carAnd I cried like a baby coming home from the bar (oh)Said I'm fine, but it wasn't trueI don't wanna keep secrets just to keep youAnd I snuck in through the garden gateEvery night that summer, just to seal my fate (oh)And I scream for whatever it's worthI love you, ain't that the worst thing you ever heard?(Yeah, yeah, yeah, yeah);1.385.852;Annie Clark / Jack Antonoff / Taylor Swift
