titulo;url;letra;views;composicao
Mary's Song (Oh My, My, My);https://www.letras.mus.br/taylor-swift/848631/;She saidI was seven and you were nineI looked at you like the stars that shinedIn the sky, the pretty lightsAnd our daddies used to joke about the two of usGrowin' up and fallin' in loveAnd our mamas smiled and rolled their eyesAnd said: Oh, my, my, myTake me back to the house in the backyard treeSaid you'd beat me up, you were bigger than meYou never did, you never didTake me back when our world was one block wideI dared you to kiss me and ran when you triedJust two kids, you and IOh, my, my, my, myWell, I was sixteen when suddenlyI wasn't that little girl you used to seeBut your eyes still shinedLike pretty lightsAnd our daddies used to joke about the two of usThey never believed we'd really fall in loveAnd our mamas smiled and rolled their eyesAnd said: Oh, my, my, myTake me back to the creek beds we turned upTwo AM ridin' in your truckAnd all I need is you next to meTake me back to the time we had our very first fightThe slammin' of doors 'stead of kissin' goodnightYou stayed outside till the morning lightOh, my, my, my, myA few years had gone and come aroundWe were sittin' at our favorite spot in townAnd you looked at meGot down on one kneeTake me back to the time when we walked down the aisleOur whole town came and our mamas criedYou said: I do, and I did tooTake me home, where we met so many years beforeWe'll rock our babies on that very front porchAfter all this time, you and IAnd I'll be eighty-seven, you'll be eighty-nineI'll still look at you like the stars that shineIn the skyOh, my, my, my;138.591;Brian Maher / Liz Rose / Taylor Swift
Mastermind;https://www.letras.mus.br/taylor-swift/mastermind/;Once upon a time, the planets and the fatesAnd all the stars alignedYou and I ended up in the same roomAt the same timeAnd the touch of a hand lit the fuseOf a chain reaction of countermovesTo assess the equation of youCheckmate, I couldn't loseWhat if I told you none of it was accidental?And the first night that you saw me, nothing was gonna stop me?I laid the groundwork and then, just like clockworkThe dominoes cascaded in a lineWhat if I told you I'm a mastermind?And now you're mineIt was all by design'Cause I'm a mastermindYou see, all the wisest women had to do it this way'Cause we were born to be the pawn in every lover's gameIf you fail to plan, you plan to failStrategy sets the scene for the taleI'm the wind in our free-flowing sailsAnd the liquor in our cocktailsWhat if I told you none of it was accidentalAnd the first night that you saw me, I knew I wanted your body?I laid the groundwork and then, just like clockworkThe dominoes cascaded in a lineWhat if I told you I'm a mastermind?And now you're mineIt was all my design'Cause I'm a mastermindNo one wanted to play with me as a little kidSo I've been scheming like a criminal ever sinceTo make them love me and make it seem effortlessThis is the first time I felt the need to confessAnd I swear, I'm only cryptic and Machiavellian'Cause I careSo I told you none of it was accidentalAnd the first night that you saw me, nothing was gonna stop meI laid the groundwork and then, saw a wide smirkOn your face, you knew the entire timeYou knew that I'm a mastermindAnd now you're mineYeah, all you did was smile'Cause I'm a mastermind;469.792;Taylor Swif /  Jack Antonoff
Matches;https://www.letras.mus.br/taylor-swift/matches/;"I shined your shoes, I poured the wineI gave you all of my timeI patched your fake smile against your friendsWhich apparently is a crimeI gave you space, you took my placeAnd gave it to herBut life's too long to waste it allLoving a liarAnd when love hands me matches nowI'm gonna burn it downI keyed her car, got my guitarAnd wrote this damn songLook what you've found, she's been aroundI hear the lines longAnd don't you tell me to be niceI'm not a nice girlShe died from complicationsOf the things you told herSo when love hands me matches nowI'm gonna burn it downAin't it funny? You said, ""Honey""You meant, ""Sitting duck"" ""Well I say, ""Cheater, liar, truck on fire, loser, leaver, deceiver""Just a few I've thought ofAnd when love hands me matches nowGonna burn it downI'm gonna burn it downOh, yeah, gonna burn it, burn it, burn it downMatches, now";5.110;Taylor Swift
Me And Britney;https://www.letras.mus.br/taylor-swift/me-and-britney/;Me and britney used to sip on the front porchDrinking lemonadeTalk about things no one else was ever supposed to hearIn a summer shadeShe said she was gonna be a moviestarAnd I said she was crazyCatching dreams and fireflies in a jarJust me and britneyOh oh oh oh, oh oh oh ohWe were babies, we were beautiful and freeOh oh oh oh oh oh oh ohThere was nothing that was out of reachMe and britneyShe never made it to hollywoodBut she made it to MemphisThis little old town just hasn’t been the same sinceThat boy she went out with, well I thought he was crazyMaybe I was just jealous it would come between me and britneyOh oh oh oh oh oh oh ohShe was in love, she was beautiful and freeOh oh oh oh, oh oh oh ohShe was always so much braver than meWhen the phone rang in the middle of the nightBefore she said a word I knew it was herShe said I’m sorry for waking you up but I didn’t know who else to callOr where else to goMe and britney sat down on the front porchTalking ‘bout love and how it changes thingsChanges people and changes names everything but me and britneyOh oh oh oh, oh oh oh ohWe’re not as young, but we’re still beautiful and freeOh oh oh oh, oh oh oh ohEven when we’re old, we’re still gonna be me and britneySittin’ on the front porchDrinking lemonadeTalking ‘bout things no one else was ever gonna hearIn a summer shade;5.234;Taylor Swift
ME! (feat. Brendon Urie);https://www.letras.mus.br/taylor-swift/me-feat-brendon-urie-of-panic-at-the-disco/;I promise that you'll never find another like meI know that I'm a handful, baby, uhI know I never think before I jumpAnd you're the kind of guy the ladies want(And there's a lot of cool chicks out there)I know that I went psycho on the phoneI never leave well enough aloneAnd trouble's gonna follow where I go(And there's a lot of cool chicks out there)But one of these things is not like the othersLike a rainbow with all of the colorsBaby doll, when it comes to a loverI promise that you'll never find another likeMe-e-e, ooh-ooh-ooh-oohI'm the only one of meBaby, that's the fun of meEeh-eeh-eeh, ooh-ooh-ooh-oohYou're the only one of youBaby, that's the fun of youAnd I promise that nobody's gonna love you like me-e-eI know I tend to make it about meI know you never get just what you seeBut I will never bore you, baby(And there's a lot of lame guys out there)And then we had that fight out in the rainYou went after me and called my nameI never wanna see you walk away(And there's a lot of lame guys out there)'Cause one of these things is not like the othersLivin' in winter, I am your summerBaby doll, when it comes to a loverI promise that you'll never find another likeMe-e-e, ooh-ooh-ooh-oohI'm the only one of meLet me keep you companyEeh-eeh-eeh, ooh-ooh-ooh-oohYou're the only one of youBaby, that's the fun of youAnd I promise that nobody's gonna love you like me-e-eGirl, there ain't no I in teamBut you know there is a meStrike the band up, one, two, threeI promise that you'll never find another like meGirl, there ain't no I in teamBut you know there is a meAnd you can't spell awesome without meI promise that you'll never find another likeMe-e-e (yeah), ooh-ooh-ooh-ooh (and I want ya, baby)I'm the only one of me (I'm the only one of me)Baby, that's the fun of meEeh-eeh-eeh, ooh-ooh-ooh-oohYou're the only one of you (oh)Baby, that's the fun of youAnd I promise that nobody's gonna love you like me-e-eGirl, there ain't no I in team (ooh-ooh-ooh-ooh)But you know there is a meI'm the only one of me (oh-oh)Baby, that's the fun of me (eeh-eeh-eeh)Strike the band up, one, two, three (ooh-ooh-ooh-ooh)You can't spell awesome without meYou're the only one of youBaby, that's the fun of youAnd I promise that nobody's gonna love you like me-e-e;612.661;Taylor Swift / Joel Little / Brendon Urie
Mean;https://www.letras.mus.br/taylor-swift/1761772/;You, with your words like knivesAnd swords and weapons that you use against meYou, have knocked me off my feet againGot me feeling like I'm nothingYou, with your voice like nailsOn a chalkboard, calling me out when I'm woundedYou, picking on the weaker manWell, you can take me downWith just one single blowBut you don't know what you don't knowSomeday I'll be living in a big old cityAnd all you're ever gonna be is meanSomeday I'll be big enough so you can't hit meAnd all you're ever gonna be is meanWhy you gotta be so mean?You, with your switching sidesAnd your wildfire lies and your humiliationYou, have pointed out my flaws againAs if I don't already see themI walk with my head downTrying to block you out 'cause I'll never impress youI just want to feel okay againI bet you got pushed aroundSomebody made you coldBut the cycle ends right now'Cause you can't lead me down that roadYou don't know what you don't knowSomeday I'll be living in a big old cityAnd all you're ever gonna be is meanSomeday I'll be big enough so you can't hit meAnd all you're ever gonna be is meanWhy you gotta be so mean?And I can see you years from now in a barTalking over a football gameWith that same big loud opinion butNobody's listeningWashed up and ranting about the same old bitter thingsDrunk and grumbling on about how I can't singBut all you are is meanAll you are is meanAnd a liar, and pathetic, and alone in lifeAnd mean, and mean, and mean, and meanBut someday I'll be living in a big old cityAnd all you're ever gonna be is mean, yeahSomeday I'll be big enough so you can't hit meAnd all you're ever gonna be is mean(Why you gotta be so mean?)Someday I'll be living in a big old city(Why you gotta be so mean?)And all you're ever gonna be is mean(Why you gotta be so mean?)Someday I'll be big enough so you can't hit me(Why you gotta be so mean?)And all you're ever gonna be is meanWhy you gotta be so mean?;798.446;Taylor Swift
Message In a Bottle;https://www.letras.mus.br/taylor-swift/message-in-a-bottle-taylors-version-from-the-vault/;I know that you like meAnd it's kinda frighteningStanding here waiting, waitingAnd I became hypnotizedBy freckles and bright eyesTongue tiedBut nowYou're so far away and I'm downFeeling like a face in the crowdI'm reaching for youTerrified'Cause you could be the one that I love (love)I could be the one that you dream ofA message in a bottle is all I can doStanding here hoping it gets to youYou could be the one that I keep, and ICan be the reason you can't sleep at nightA mеssage in a bottle is all I can doStanding herе hoping it gets to youThese days I'm restlessWorkdays are endlessLook how you made me, made meBut time moves fasterReplaying you laughterDisaster'Cause nowYou're so far away and I'm downFeeling like a face in the crowdI'm reaching for youTerrified'Cause you could be the one that I love (love)I could be the one that you dream ofA message in a bottle is all I can doStanding here hoping it gets to you (it gets to you)You could be the one that I keep, and I (I)Can be the reason you can't sleep at nightA message in a bottle is all I can doStanding here hoping it gets to youHow is it in London?Where are you while I'm wonderin'If I'll ever see you again?You could be the one that I loveAnd now I'm standing here hoping it gets to you'Cause you could be the one that I love (love)I could be the one that you dream ofA message in a bottle is all I can doStanding here hoping it gets to you (it gets to you)You could be the one that I keep, and ICan be the reason you can't sleep at night (can't sleep at night)A message in a bottle is all I can doStanding here hoping it gets to you (yeah, yeah)You could be the one that I loveYou could be the one that I loveI loveAnd now I'm standing here hoping this gets to you;79.245;Max Martin / Shellback / Taylor Swift
Midnight Rain;https://www.letras.mus.br/taylor-swift/midnight-rain/;(Rain)(He wanted it comfortable, I wanted that pain)(He wanted a bride, I was making my own name)(Chasing that fame, he stayed the same)(All of me changed like midnight)My town was a wastelandFull of cages, full of fencesPageant queens and big pretendersBut for some, it was paradiseMy boy was a montageA slow-motion, love potionJumping off things in the oceanI broke his heart 'cause he was niceHe was sunshine, I was midnight(Rain)(He wanted it comfortable, I wanted that pain)(He wanted a bride, I was making my own name)(Chasing that fame, he stayed the same)(All of me changed like midnight)It came like a postcardPicture perfect shiny familyHoliday peppermint candyBut for him, it's every daySo I peered through a windowA deep portal, time travelAll the love we unravelAnd the life I gave away'Cause he was sunshine, I was midnightRainHe wanted it comfortable, I wanted that painHe wanted a bride, I was making my own nameChasing that fame, he stayed the sameAll of me changed like midnight(Rain)(He wanted it comfortable, I wanted that pain)(He wanted a bride, I was making my own name)(Chasing that fame, he stayed the same)(All of me changed like midnight)I guess sometimes we all getJust what we wanted, just what we wantedAnd he never thinks of meExcept for when I'm on TVI guess sometimes we all getSome kind of haunted, some kind of hauntedAnd I never think of himExcept on midnights like this(Midnights like this, midnights like this);487.539;Taylor Swift / Jack Antonoff
Mine;https://www.letras.mus.br/taylor-swift/1720741/;Ah, ah, ah, ahAh, ah, ah, ahYou were in college, working part-time, waiting tablesLeft a small town, never looked backI was a flight risk with a fear of fallingWondering why we bother with love if it never lastsI say: Can you believe it?As we're lying on the couchThe moment I could see itYes, yes, I can see it nowDo you remember, we were sitting there by the water?You put your arm around me for the first timeYou made a rebel of a careless man's careful daughterYou are the best thing that's ever been mineFlash forward and we're taking on the world togetherAnd there's a drawer of my things at your placeYou learn my secrets and you figure out why I'm guardedYou say we'll never make my parents' mistakesBut we got bills to payWe got nothing figured outWhen it was hard to takeYes, yes, this is what I thought aboutDo you remember, we were sitting there by the water?You put your arm around me for the first timeYou made a rebel of a careless man's careful daughterYou are the best thing that's ever been mineDo you remember, all the city lights on the water?You saw me start to believe for the first timeYou made a rebel of a careless man's careful daughterYou are the best thing that's ever been mineOh, oh, oh, ohAnd I remember that fight, 2:30AMAs everything was slipping right out of our handsAnd I ran out cryingAnd you followed me out into the streetBraced myself for the goodbye'Cause that's all I've ever knownThen you took me by surpriseYou said: I'll never leave you aloneYou said: I remember how we felt sitting by the waterAnd every time I look at you is like the first timeI fell in love with a careless man's careful daughterShe is the best thing that's ever been mine(Hold on, make it last)(Hold on, never turn back)You made a rebel of a careless man's careful daughter (hold on)You are the best thing that's ever been mine (hold on, hold on)Do you believe it? (Hold on)We're gonna make it now (hold on, yeah)And I can see it (hold on)(Yeah, yeah, I can see it now, see it now);1.781.032;Taylor Swift
​mirrorball;https://www.letras.mus.br/taylor-swift/mirrorball/;I want you to knowI'm a mirrorballI'll show you every version of yourself tonightI'll get you out on the floorShimmering beautifulAnd when I break, it's in a million piecesHush, when no one is around, my dearYou'll find me on my tallest tip-toesSpinning in my highest heels, loveShining just for youHush, I know they said the end is nearBut I'm still on my tallest tip-toesSpinning in my highest heels, loveShining just for youI want you to knowI'm a mirrorballI can change everything about me to fit inYou are not like the regularsThe masquerade revelersDrunk as they watch my shattered edges glistenHush, when no one is around, my dearYou'll find me on my tallest tip-toesSpinning in my highest heels, loveShining just for youHush, I know they said the end is nearBut I'm still on my tallest tip-toesSpinning in my highest heels, loveShining just for youAnd they called off the circus, burned the disco downWhen they sent home the horses and the rodeo clownsI'm still on that tightropeI'm still trying everything to get you laughing at meI'm still a believer, but I don't know whyI've never been a natural, all I do is try, try, tryI'm still on that trapezeI'm still trying everything to keep you looking at meBecause I'm a mirrorballI'm a mirrorballAnd I'll show you every version of yourself tonight;587.028;Taylor Swift /  Jack Antonoff
Miss Americana & The Heartbreak Prince;https://www.letras.mus.br/taylor-swift/miss-americana-e-the-heartbreak-prince/;You know I adore you, I'm crazier for youThan I was at 16, lost in a film sceneWaving homecoming queens, marching band playingI'm lost in the lightsAmerican glory faded before meNow I'm feeling hopeless, ripped up my prom dressRunning through rose thorns, I saw the scoreboardAnd ran for my life (ah)No cameras catch my pageant smileI counted days, I counted milesTo see you there, to see you thereIt's been a long time coming, butIt's you and me, that's my whole worldThey whisper in the hallway: She's a bad, bad girl (okay)The whole school is rolling fake diceYou play stupid games, you win stupid prizesIt's you and me, there's nothing like thisMiss Americana and The Heartbreak Prince (okay)We're so sad, we paint the town blueVoted most likely to run away with youMy team is losing, battered and bruisingI see the high fives between the bad guysLeave with my head hung, you are the only oneWho seems to careAmerican stories burning before meI'm feeling helpless, the damsels are depressedBoys will be boys then, where are the wise men?Darling, I'm scared (ah)No cameras catch my muffled criesI counted days, I counted milesTo see you there, to see you thereAnd now the storm is coming, butIt's you and me, that's my whole worldThey whisper in the hallway: She's a bad, bad girl (okay)The whole school is rolling fake diceYou play stupid games, you win stupid prizesIt's you and me, there's nothing like thisMiss Americana and The Heartbreak Prince (okay)We're so sad, we paint the town blueVoted most likely to run away with youAnd I don't want you to (go), I don't really wanna (fight)'Cause nobody's gonna (win), I think you should come homeAnd I don't want you to (go), I don't really wanna (fight)'Cause nobody's gonna (win), I think you should come homeAnd I don't want you to (go), I don't really wanna (fight)'Cause nobody's gonna (win), I just think you should knowAnd I'll never let you (go) 'cause I know this is a (fight)That someday we're gonna (win)It's you and me, that's my whole worldThey whisper in the hallway: She's a bad, bad girlOh, I just thought you should know (you should know)It's you and me, there's nothing like this (like this)Miss Americana and The Heartbreak Prince (okay)We're so sad, we paint the town blue (paint it blue)Voted most likely to run away with youAnd I don't want you to (go), I don't really wanna (fight)'Cause nobody's gonna (win), I think you should come homeAnd I'll never let you (go) 'cause I know this is a (fight)That one day we're gonna (win), I just think you should knowIt's you and me, that's my whole worldThey whisper in the hallway: She's a bad, bad girlShe's a bad, bad girl;395.694;Taylor Swift / Joel Little
Miss Invisible;https://www.letras.mus.br/taylor-swift/1846446/;There's a girlWho sits under the bleachersJust another day eating aloneAnd though she smilesThere is something just hidingAnd she cant find a way to relateShe just goes unnoticedAs the crowd passes byAnd she'll pretend to be busyWhen inside she just wants to cryShe'll say...Take a little look at the life of Miss Always InvisibleLook a little closer, I really really want you to put yourself in her shoesTake another look at the face of Miss Always InvisibleLook a little closer and maybe then you will see why she waits for the dayWhen you'll ask her her nameThe begining, in the first weeks of classShe did everything to try and fit inBut the others they couldn't seem to get past all the things that mismatched on the surfaceAnd she would close her eyes when they left and she fell down the stairsAnd the more that they jokedAnd the more that they screamedShe retreated to where she is nowAnd she'll sing...Take a little look at the life of Miss Always InvisibleLook a little harder I really really want you to put yourself in her shoesTake a little look at the face of Miss Always InvisibleLook a little closer and maybe then you will see why she waits for the dayWhen you will ask her her nameAnd then one day just the same as the lastJust the days been in counting the timeCame a boy that sat under the bleachers just a little bit further behind...;31.126;Marié Digby
Missing You (Feat. Tyler Hilton);https://www.letras.mus.br/taylor-swift/1317701/;EverytimeI think of youI always catchMy breathI'm stillStanding hereAnd your miles awayAnd I wonder whyYou left meAnd there's a stormThat's raging throughMy frozen heart tonightTyler:I hear your nameIn certain circlesAnd it alwaysMakes me smileI spent my timeJust thinkin'About youAnd it's almostDriving me wildBut it's my heartThat's beggin downThis long distanceLine tonightTaylor/Tyler:And IAin't missin' youAt allSince you'veBeen gone awayI ain't missin' youNo matterWhat I might sayTyler:There's a messageIn the wiresAnd I am sendin' youA signal tonightYou don't knowHow desperateI've becomeAnd It looksLike I'm loosein'This fightBut it's my heartThat's breakin' downThis long dustyRoad of mineBut I ain'tMissin' youAt allSince you'veBeen gone awayI aint missin' you atNo matterWhat my friends sayTaylor:And there's a messageThat I'm sendin' outLike a telographTo you or somethingI can't bridgeThis distanceHoneyStop this heartAche all aloneTaylor/Tyler:I ain't missin' youAt allSince you'veBeen gone awayI ain't missin' youNo matterWhat my friends sayI ain't missin' youSince you'veBeen gone awayI ain't missin' youYeah, no matterWhat your friends sayHey, yeahYeah, yeah, yeahI ain't missin' youAt allSince you'veBeen gone awayI ain't missin' youNooo;77.506;Sabe de quem é a composição? Envie pra gente.
Monologue Song (La La La);https://www.letras.mus.br/taylor-swift/1582856/;I like glitter and sparkly dressesBut I'm not gonna talk about thatIn my monologueI like baking and things that smell like winterBut I'm not gonna talk about thatIn my monologueLa la laLa la laI like writing songs about douchebags who cheat on meBut I'm not gonna say thatIn my monologueI like writing their names into songs so they're ashamed to go in publicBut I'm not gonna say thatIn my monologueLa la la la la la laThis is my musical monologueYou might think I'd bring up JoeThat guy who broke up with me on the phoneBut I'm not gonna mention himIn my monologueHey Joe, I'm doin' real wellTonight I'm hosting SNLBut I'm not gonna brag about thatIn my monologueLa la laHa ha haHa ha haHa ha haLa la laAnd if you're wondering I might be dating the werewolf from TwilightHi, Taylor!I'm not gonna comment on that in my monologueLa la la la la la laThis is my musical monologue!You might expect me to say, something bad about KanyeAnd how he ran up on the stage and ruined my VMA monologueBut there's nothing more to say'cause everything's okayI've got security lignting the stage!It's my SNL monologueLa la la la la la laThis is, my SNL monologueLa la la la la la laThat was my SNL monologue!;55.342;Taylor Swift
Mr. Perfectly Fine;https://www.letras.mus.br/taylor-swift/mr-perfectly-fine/;Mr. Perfect faceMr. Here to stayMr. Looked me in the eye and told me you would never go awayEverything was rightMr. I've been waiting for you all my lifeMr. Every single day until the end, I will be by your sideBut that was when I got to know Mr. Change of heartMr. Leaves me all alone, I fall apartIt takes everything in me just to get up each dayBut it's wonderful to see that you're okayHello, Mr. Perfectly fineHow's your heart after breaking mine?Mr. Always at the right place at the right time, babyHello, Mr. Casually cruelMr. Everything revolves around youI've been Miss Misery since your goodbyeAnd you're Mr. Perfectly fineMr. Never told me whyMr. Never had to see me cryMr. Insincere apology so he doesn't look like the bad guyHe goes about his dayForgets he ever even heard my nameWell, I thought you might be different than the restI guess you're all the same'Cause I hear he's got his arm around a brand new girlI've been pickin' up my heart, he's been pickin' up herAnd I never got past what you put me throughBut it's wonderful to see that it never phased youHello, Mr. Perfectly fineHow's your heart after breaking mine?Mr. Always at the right place at the right time, babyHello, Mr. Casually cruelMr. Everything revolves around youI've been Miss Misery since your goodbyeAnd you're Mr. Perfectly fineSo dignified in your well-pressed suitSo strategized, all the eyes on youSashay away to your seatIt's the best seat in the best roomOh, he's so smug, Mr. Always winsSo far above me in every senseSo far above feeling anythingAnd it's really such a shameIt's such a shame'Cause I was Miss Here to stayNow I'm Miss Gonna be alright somedayAnd someday maybe you'll miss meBut by then you'll be Mr. Too LateGoodbye, Mr. Perfectly fineHow's your heart after breaking mine?Mr. Always at the right place at the right time, babyGoodbye, Mr. Casually cruelMr. Everything revolves around youI've been Miss Misery for the last timeAnd you're Mr. Perfectly fineYou're perfectly fineMr. Looked me in the eye and told me you would never go awayYou said you'd never go away;467.218;Taylor Swift
My Boy Only Breaks His Favorite Toys;https://www.letras.mus.br/taylor-swift/my-boy-only-breaks-his-favorite-toys/;Oh, here we go againThe voices in his headCalled the rain to end our days of wildThe sickest army dollPurchased at the mallRivulets descend my plastic smileBut you should've seen him when he first got meMy boy only breaks his favorite toys, toys, oh-oh-oh-oh-ohI'm queen of sand castles he destroys, oh, oh-oh-oh-oh-oh'Cause it fit too right, puzzle pieces in the dead of nightI should've known it was a matter of time, oh, oh-oh-oh-oh-ohMy boy only breaks his favorite toys, oh, oh-oh-ohThere was a litany of reasons whyWe could've playеd for keeps this timeI know I'm just repeating mysеlfPut me back on my shelfBut first, pull the stringAnd I'll tell you that he runsBecause he loves me (he loves me)'Cause you should've seen him when he first saw meMy boy only breaks his favorite toys, toys, oh-oh-oh-oh-ohI'm queen (I'm queen) of sand castles he destroys, oh, oh-oh-oh-oh-oh'Cause I knew too much, there was danger in the heat of my touchHe saw forever, so he smashed it up, oh, oh-oh-oh-oh-ohMy boy (my boy), only breaks his favorite toys, oh, oh-oh-oh(Oh-oh-oh, oh-oh-oh)Once I fix me (oh-oh-oh, oh-oh-oh)He's gonna miss me (oh-oh-oh, oh-oh-oh)Once I fix me (oh-oh-oh, oh-oh-oh)He's gonna miss meJust say when, I'd play againHe was my best friendDown at the sandlotI felt more when we played pretendThan with all the Kens'Cause he took me out of my box (oh-oh, oh-oh)Stole my tortured heart (oh-oh, oh-oh)Left all these broken parts (oh-oh)Told me I'm better off (oh-oh)But I'm notI'm notI'm not;260.620;Taylor Swift
My Boy Only Breaks His Favorite Toys (First Draft Phone Memo);https://www.letras.mus.br/taylor-swift/my-boy-only-breaks-his-favorite-toys-first-draft-phone-memo/;Hey, so, um, this is kind of an abnormal structureBut I think it could be really cool this wayAnd just, it sounds sad 'cause it's on piano, um, and, I'm sad in generalBut um, it's gotta have, like, a driving synth beat, or whateverOh, here we go againThe voices in his headRing out louder than our midnight sighsThe sickest army dollPurchased at the mallRivulets descend my plastic smileBut you should've seen him when he first got meMy boy only breaks his favorite toys, toys, ohI'm queen of sand castles he destroys, oh, oh'Cause it fit too right, puzzle pieces in the dead of nightShould've known it was a matter of time, oh, ohMy boy only breaks his favorite toys, ohThere was a litany of reasons whyIt could've been different this timeI know I'm just repeating myselfPut me back on my shelfBut first, pull the stringI'll tell you that he runsBecause he loves me'Cause you should've seen him when he first saw meMy boy only breaks his favorite toys, toys, ohI'm queen of the kingdoms he destroys, oh, oh'Cause I knew too much, there was danger in the heat of my touchSaid forever, then he blew it up, oh, ohMy boy only breaks his favorite toys, toysJust say when, I'd play againHe was my best friend and that was the worst partI felt more then, in brief momentsThan with all the kens'Cause he took me out of my boxLeft all these broken partsAnd kept my tortured heartAnd told me I'm better offBut I'm notAnd I think you can just end it like that;5.617;Taylor Swift
My Cure;https://www.letras.mus.br/taylor-swift/1846562/;I know we've got a lot to sayBetween now and foreverBut I'd be a game if you would playAnd I dare this to get betterSomewhere throughout the dayYou smile and walk awayAll I can think to doIs follow youAnd if you ever leave, I'll be crawling back for moreAnd if you ever need love, I'm standing at your doorI'll be sick inside if, baby, you would be my cureWherever you think I am tonightJust know that we're miles from a heartbreakBecause in the blink of a pretty brown eyeI'll be rightwhere you are, babySometime along the wayYou take my breath awayDistracted by the viewI fall right into youAnd if you ever leave, I'll be crawling back for moreAnd if you ever need love, I'm standing at your doorI'll be sick inside if, baby, you would be my cureThey say I need to seeAll the people out there waitin'But you take one look at meAnd I know the mistake I'll be makin''Cause if you ever leave, I'll be crawling back for moreAnd if you ever need my love, I'm standing at your doorI'll be sick inside if, baby, you would be my cureI know we've got a lot to sayBetween now and forever;26.508;Taylor Swift
​my tears ricochet;https://www.letras.mus.br/taylor-swift/my-tears-ricochet/;We gather here, we line up, weepin' in a sunlit roomAnd if I'm on fire, you'll be made of ashes, tooEven on my worst day, did I deserve, babeAll the hell you gave me?'Cause I loved you, I swear I loved youTill my dying dayI didn't have it in myself to go with graceAnd you're the hero flying around, saving faceAnd if I'm dead to you, why are you at the wake?Cursing my name, wishing I stayedLook at how my tears ricochetWe gather stones, never knowing what they'll meanSome to throw, some to make a diamond ringYou know I didn't want to have to haunt youBut what a ghostly sceneYou wear the same jewels that I gave youAs you bury meI didn't have it in myself to go with grace'Cause when I'd fight, you used to tell me I was braveAnd if I'm dead to you, why are you at the wake?Cursing my name, wishing I stayedLook at how my tears ricochetAnd I can go anywhere I wantAnywhere I want, just not homeAnd you can aim for my heart, go for bloodBut you would still miss me in your bonesAnd I still talk to you (when I'm screaming at the sky)And when you can't sleep at night (you hear my stolen lullabies)I didn't have it in myself to go with graceAnd so the battleships will sink beneath the wavesYou had to kill me, but it killed you just the sameCursing my name, wishing I stayedYou turned into your worst fearsAnd you're tossing out blame, drunk on this painCrossing out the good yearsAnd you're cursing my name, wishing I stayedLook at how my tears ricochet;835.525;Taylor Swift
My Turn To Be Me;https://www.letras.mus.br/taylor-swift/my-turn-to-be-me/;Something about me didn't fit into your perfect worldI bet the bluegrass stained your smileYou should use a darker color when you write on the wallI haven't read it a thousand timesMaybe if you saw me for a secondyou would realizeHoney I was trying so hardTo talk, walk, think, stopAnytime you want me toBend all my rulesI used to let you chooseWho you wanted me to beThis time I'm flying freeIt's my turn to be meYou liked the face but you had to replace meInside I saw the walls of me go downYou can take the girl away fromCowboy hats and steel guitarsShe'll still sing the same old songsMaybe if you saw me for a secondyou would realizeHoney I was trying so hardTo talk, walk, think, stopAnytime you want me toBend all my rulesI used to let you chooseWho you wanted me to beThis time I'm flying freeIt's my turn to be meTurned on that radioHey that's when I realizedIt wasn't our song, it was yoursAnd in conversation baby I was decorationNow I deserve a little bit more thanTo talk, walk, think, stopAnytime you want me toBend all my rulesI used to let you chooseWho you wanted me to beThis time I'm flying freeIt's my turn to be meIt's my turn to be me;4.167;Sabe de quem é a composição? Envie pra gente.
Nashville;https://www.letras.mus.br/taylor-swift/nashville/;On a crowded highwayThrough a night aloneI was barely breathingI was crawling homeWell, it's not quite LondonOr the south of FranceOr an Asian islandOr a second chanceGoing back to NashvilleThinking 'bout the whole thingGuess you've got to run sometimesMaybe I'm a fast trainRolling through a valleyWatching all my life go byYou're a distant memoryYou're an exit signI was talking crazyOn the driver's sideAnd I know I hurt youBut i can't confessWas that blood or a wine stainOn your wedding dress?Going back to NashvilleThinking 'bout the whole thingGuess you've got to run sometimesMaybe I'm a fast trainBlowing through a mountainWatching all my life go byGoing back to NashvilleLaughing at a bad breakWhat's the use in wondering why?Maybe i'm a storm frontGoing through a valleyTearing up a good JulyAnd its safe and warmWhere nothing ever happensCould it be so hard?To realign a star for youChange a southern night for youGoing back to NashvilleThinking bout the whole thingGuess you've got to run sometimesMaybe I'm a fast trainRolling though a valleyTearing up a good JulyI'm going back to NashvilleLaughing at a bad breakWhat's the use in wondering why?Maybe I'm a storm frontRolling through the valleyTearing up a good JulyGoing back to NashvilleI'm going back to NashvilleGoing back to Naaaaahh....Going back to NashvilleWhat's the use in wondering why?;7.612;Sabe de quem é a composição? Envie pra gente.
