titulo;url;letra;views;composicao;extracted_at
Topázio;https://www.letras.mus.br/djavan/45552/;Kremlin, BerlimSó pra te verE poder rirLuzes, jasmimMeu coração, vaso quebradoIlusão, fugirDa fronteira de topázio e lãVou até rubiSeduçãoPoder sonharEstupidezVocê arrasaE me arrasouSó pra anoitecerO que é escuroNinguém me beijouMais puroTô lembrando de vocêUma vez...Kremlin, BerlimPra não dizer TelavivIlusãoFugir de mim.;38.907;Djavan;2025-09-07 12:34:11
Total Abandono;https://www.letras.mus.br/djavan/85921/;Você jurou em se vingarQuando se concretizou o meu abandono do larMas até hoje eu não descobriOnde é que eu fui erradoEu não podia viverTotal e completamente enganadoVocê feriu meu coraçãoPorém não se tocou que homem não é leãoNada é mais sensato do que esquecerE recomeçarApesar do que há se que passouA vida vai continuarNada é mais sensato do que esquecerE recomeçarApesar do que há que se passouA vida vai continuar;9.168;Djavan;2025-09-07 12:34:12
Transe;https://www.letras.mus.br/djavan/85922/;Abra o seu coraçãoQue eu quero passarAndar de tremFlores beijando o chãoPedras a sonharTudo em transe de amorAs carícias virãoSoltas pelo arVindas do alémE no meu coraçãoOu qualquer lugarTudo brilhará tambémAli onde o ar beira a luzTodo encanto vai navegarNo decorrer de uma paixãoTempestade nasce no ventoCresce e se faz mulherPra me levarNa ilusãoAbra o seu coraçãoQue eu quero passarAndar de tremFlexas de solidãoCantam pra saudarNoites de luarEm vão;26.496;Djavan;2025-09-07 12:34:12
Treze de Dezembro;https://www.letras.mus.br/djavan/1789532/;Bem que esta noite eu vi gente chegandoEu vi sapo saltitandoE ao longe ouvi o ronco alegre do trovãoAlguma coisa forte pra valerEstava para acontecer na regiãoQuando o galo cantouQue o dia raiou eu imagineiÉ que hoje é treze de dezembro e a treze de dezembroNasceu nosso reiO nosso rei do baiãoA maior voz do sertãoFilho do sonho de Dom SebastiãoComo fruto do matrimônioDo cometa JanuárioCom a estrela SantanaAo nascer da era do AquárioNo cenário rico das terras de ExuO mensageiro nu dos orixásÉ desse treze de dezembroQue eu me lembrarei e sei que não me esquecerei jamais;5.105;Luiz Gonzaga / ZÃ© Dantas;2025-09-07 12:34:12
Triste Baía da Guanabara;https://www.letras.mus.br/djavan/85923/;Ah! Minha Santa IdolatradaNão fazia quase nadaPela minha fidelidadeAh! Só por vocêEu entreguei sem recusar meu coraçãoMe sentia nos seus braçosNuma grade de celaBelo Horizonte, sombra de velaA descrença mais sinceraPela minha sinceridadeAh! Você jurouE prometeu, mas não me deu o seu amorEu faria da injúriaA canção mais singelaÁgua roladaCéu de aquarelaTe perjuro, te desprezoPela minha felicidadeAh! Você entrou na minha vidaMas comigo não viveuEu sabia, fruta boaTá na ponta da varaTriste baía da GuanabaraLua branca, noite claraPela minha triste cidadeAh! Sem ter vocêMeu coração só quer lembrar a minha dorEu queria que soubesseQue te amar não consola;7.880;Novelli / Cacaso;2025-09-07 12:34:12
Triste É o Cara;https://www.letras.mus.br/djavan/triste-e-o-cara/;Triste é o caraQue só sabe o que é bom,Que não sai do leblon,Que nunca ficou à toa.Triste é o caraQue não sabe perder,Que não sai de você,Que nunca se superou.Triste é aqueleQue’ inda não conhece avariaNada sabe do bluesIgnora à luz do dia.Triste é o caraQue de amor não morreu.Como nada perdeu,Até hoje não se achou!Um destinoTão banal,Uma vida igualConcedeu, arregou,Sob o pânico da dor.Que besteiraTudo é beira,Na mangueiraE nego vive de amor.Ilusão,Amar é solução.;18.492;Djavan;2025-09-07 12:34:12
Um Amor Puro;https://www.letras.mus.br/djavan/11341/;O que há dentro do meu coraçãoEu tenho guardado pra te darE todas as horas que o tempo tem pra me concederSão tuas, até morrerE a tua história, eu não seiMas me diga só o que for bomUm amor tão puro que ainda nem sabe a força que temÉ teu e de mais ninguémTe adoro em tudo, tudo, tudoQuero mais que tudo, tudo, tudoTe amar sem limites, viver uma grande históriaTe adoro em tudo, tudo, tudoQuero mais que tudo, tudo, tudoTe amar sem limites, viver uma grande históriaAqui ou noutro lugarQue pode ser feio ou bonitoSe nós estivermos juntosHaverá um céu azul, ohUm amor puroNão sabe a força que temMeu amor, eu juroSer teu e de mais ninguémUm amor puroO que há dentro do meu coraçãoEu tenho guardado pra te darE todas as horas que o tempo tem pra me concederSão tuas, até morrerE a tua história, eu não seiMas me diga só o que for bomUm amor tão puro que ainda nem sabe a força que temÉ teu e de mais ninguémTe adoro em tudo, tudo, tudoQuero mais que tudo, tudo, tudoTe amar sem limites, viver uma grande históriaTe adoro em tudo, tudo, tudoQuero mais que tudo, tudo, tudoTe amar sem limites, viver uma grande históriaTe adoro em tudo, tudo, tudoQuero mais que tudoTe amar sem limites, viver uma grande históriaOhTe amar sem limites, viver uma grande históriaTe adoro em tudo, tudo, tudoQuero mais que tudo, tudo, tudoTe amar sem limites, viver uma grande história;3.551.028;Djavan;2025-09-07 12:34:12
Um Dia;https://www.letras.mus.br/djavan/85924/;Um dia, eu sonhei que era lindoQue era lindo se amarMas, acho que eu me enganeiMe enganei eQuando a noite me calaEu procuro, eu procuro não sonharCom o que no mundo não háQual será o tempo que eu precisoPra que eu possa entenderMe acostumarCom essa ilusãoOutro coraçãoNão vai poder me enganarNão vai poder me enganar;89.421;Djavan;2025-09-07 12:34:13
Um Quase Amor;https://www.letras.mus.br/djavan/um-quase-amor/;Você me pede pra manter segredoSobre o que não aconteceuQue eu nada tente dizerDo que não houve entre você e euJogando luzes sobre os mínimos detalhesDe algo que não se confirmouDenunciando o nascerDe um quase amorTudo era quase, talvezQuem sabe ou nãoE nada era tão ou talQue pudesse ser prazerosoEra algo assim bem acintosoUm desuso que cresceuNo meio do nadaUma cena de amor que ficou lá congeladaVocê me pede pra manter segredoSobre o que não aconteceuQue eu nada tente dizerDo que não houve entre você e euJogando luzes sobre os mínimos detalhesDe algo que não se confirmouDenunciando o nascerDe um quase amorTudo era quase, talvezQuem sabe ou nãoE nada era tão ou talQue pudesse ser prazerosoEra algo assim bem acintosoUm desuso que cresceuNo meio do nadaUma cena de amor que ficou lá congelada;4.839;Djavan;2025-09-07 12:34:13
Uma Brasileira;https://www.letras.mus.br/djavan/uma-brasileira/;Rodas em sol, trovas em dóUma brasileira, ôUma forma inteira, ôYou, you, youNada demaisNada atravésUma légua e meia, ôUma brasa incendeia, ôYou, you, youDeixa o sal no marDeixe tocar aquela cançãoOne more timeTatibitateTrate-me, trateComo um candeeiro, ôSomos do interior do milhoE esse ão de sãoHei de cantar naquela cançãoOne more time;12.232;Carlinhos Brown / Herbert Vianna;2025-09-07 12:34:13
Vaidade;https://www.letras.mus.br/djavan/76861/;Vempois já nasce o diaesqueçamos tudo de ontemo que eu não fariapara apagaro que eu dissede nós doiso indivíduo exaltadofala pelos cotovelosacaba se descontrolandoe desse jeitoé impossívelnão ferireu, que sempre vi vocêsorrindo nos meus braçosnão, a me iluminar os ladosmais esquivosdos meus traçosferiu-me de vaidadesua verdade duravocê disseo que erapra dizere eu faleisó loucuraspor favorvolta aíque eu voufazer de tudopara me redimir;13.281;Djavan;2025-09-07 12:34:13
Valsa Brasileira;https://www.letras.mus.br/djavan/1755307/;Vivia a te buscarPorque pensando em tiCorria contra o tempoEu descartava os diasEm que não te viComo de um filmeA ação que não valeuRodava as horas pra trásRoubava um pouquinhoE ajeitava o meu caminhoPra encostar no teuSubia na montanhaNão como anda um corpoMas um sentimentoEu surpreendia o solAntes do sol raiarSaltava as noitesSem me refazerE pela porta de trásDa casa vaziaEu ingressariaE te veriaConfusa por me verChegando assimMil dias antes de te conhecer;8.277;Chico Buarque / Edú Lobo;2025-09-07 12:34:13
Vamos Fugir;https://www.letras.mus.br/djavan/784403/;Vamos fugirDeste lugar, babyVamos fugirTo cansado de esperarQue você me carregue.Vamos fugirPro outro lugar, babyVamos fugirPra onde quer que você váQue você me carregue[Refrão]Pois diga que iráIrajá, IrajáPra onde eu só beijar você,Você beijar mim sóMarajó, MarajóQualquer outro lugar comum, outro lugar qualquerGuaporé, Guaporé.Qualquer outro lugar ao sol, outro lugar ao sul.Céu azul, céu azul.Onde haja só meu corpo nuJunto ao seu corpo nuVamos fugirPro outro lugar, baby.Vamos fugirPra onde haja um tobogã,Onde a gente escorregue[Refrão]Vamos fugirDeste lugar, baby.Vamos fugirTo cansado esperarQue você me carregue.Todo dia de manhãFlores que a gente regueUma banda de maçãOutra banda de ReggaeTo cansado de esperarQue você me carregue.Pra onde querQue você váQue você me carregueDiga que irá...;39.121;Gilberto Gil / Liminha;2025-09-07 12:34:13
Ventos do Norte;https://www.letras.mus.br/djavan/45553/;Bem vinda não sei de ondeNão sei como apareceuSe foi dos ventos do NorteOu da maré que cresceuToquei o seu lindo rostoE logo me apaixoneiAmei com bastante gostoTomei o posto de reiÉ como se eu tivesseToda a força de uma prece a me rodearÉ como se eu tivesseToda a força de uma prece a me rodearO meu amor foi tão grandeQue eu nem pude atinarToda maré, todo ventoComo vem torna a voltarAssim se foi meu amorDeixando como lembrançaA barra de sua saiaJogada na areia brancaÉ como se eu tivesseToda a força de uma prece pra não chorarÉ como se eu tivesseToda a força de uma prece pra não chorar;33.693;Djavan;2025-09-07 12:34:13
Vesúvio;https://www.letras.mus.br/djavan/vesuvio/;Você quis namorar e eu achei divertidoMas o mar tem ondaComeçou a rolar, foi ganhando sentidoTodo mar tem ondaQuando vi, já não havia nada no prumoO Sol é de ouroO que dá pra fazer quando se perde o rumo?O Sol cai no marNo mar, cai no marE a onda é de ouroDe ouro, de ouroEu nunca achei que fosse nadaPra ficar e fazer o que fezE ver você sempre ligadaNo que faz, pra ter mais, toda vezVocê é do amargo e eu sou do azedoMas o mar tem ondaQuando for demorar, nunca se vá tão cedoTodo mar tem ondaNunca tive pra mim que você fosse tantoO Sol é de ouroMas se vai-se de mim, deixa um jardim em prantoE o Sol cai no marNo mar, cai no marE a onda é de ouroDe ouro, de ouroEu nunca achei que fosse nadaPra ficar e fazer o que fezE ver você sempre ligadaNo que faz, pra ter mais, toda vezQuem me dera saber o que nunca foi ditoMas o mar tem ondaPra tentar descrever outras formas que habitoTodo mar tem ondaVocê tem um poder que me lembra o VesúvioO Sol é de ouroQue na foz do prazer me transforma em dilúvioE o Sol cai no marNo mar, cai no marE a onda é de ouroDe ouro, de ouroE o Sol cai no marNo mar, cai no marE a onda é de ouroDe ouro, de ouro;88.355;Djavan;2025-09-07 12:34:13
Vida Nordestina;https://www.letras.mus.br/djavan/vidas-nordestinas/;A vida não é de festaPara o povo do sertãoMas até quem não tem emprestaDá a mãoA vida é mais doloridaPra esse povo sofredorMesmo assim só se vê perdidaDe amorAté o lar onde falta o pãoTem lá seus dias de alegriaAo abrigar uma novenaPra fazer oraçãoA fé do povo é o que há de seuSem ela tudo vai ser piorNem roça, nem gadoExistem sem DeusMas quando é dia de festaTodo povo do sertãoDança para aparar as arestasDo coraçãoAs moças já tão bonitasFicam lindas como quêE o homem nem acreditaNo que vêVestindo igreja e palácioCoroa e catedralPara o reisado se dançarChegança e pastorilSe dança pelo natalDia de reis é o finalCoco de roda e toréOrgulho da regiãoQue agradava a lampiãoGuerreiro e maracatuQuadrilha e bumba-meu-boiE só saudadeDepois;13.873;Djavan;2025-09-07 12:34:14
Vida Real (Dejame Ir);https://www.letras.mus.br/djavan/45554/;Quem sabe assimVocê vai aprender que amarNão é brincar de amor e sofrerFaz parte do quererMais uma vezVocê só quis amar à vocêE agora compreende porqueAmar é perigoso demaisA vida ensina que não se aprende a viverSenão vivendo entre o não e o simAgora chora e a quem queriasNão te ama e foi emboraSeca tuas lágrimas e olha pra mimMe diz o que é que eu posso dizerSe é noite em nossa vida realOu sonho que não teve finalQuem sabe assimVocê vai aprender que amarNão é brincar de amor e sofrerFaz parte do quererMais uma vezVocê só quis amar à vocêE agora compreende porqueAmar é perigoso demais;34.345;Chico Novarro / Mike Ribas / Nelson Motta;2025-09-07 12:34:14
Vidas Pra Contar;https://www.letras.mus.br/djavan/vidas-pra-contar/;No correr da noiteTudo é espreitaDestemidosVaga-lumes luz-sombreiamSemiescondidosMuitos morreramPurosSem ver a manhãÀ sombra da noiteNos palacetesDormem odaliscasEm seus retretesSerão mocinhasDe sonhos verdesPurasNa luz da manhãFui ver vidas pra contarEnquanto o sono incertoNão vemAcolherNa noite eu perdi meu olharImagens não paramDe referirE envolverNão é naturalMas fazia bemNão estar perdidoPor ninguém;8.231;Djavan;2025-09-07 12:34:14
Violeiros;https://www.letras.mus.br/djavan/85925/;Anteontem minha genteFui juiz numa funçãoDe violeiros no nordesteCantando em competiçãoVi cantar Dimas Batista e Otacílio seu irmãoOuvi um tal de FerreiraOuvi um tal de JoãoUm a quem faltava um braçoTocava com uma só mãoMas como ele mesmo disseCom veia de emoçãoEu canto a desesperançaVou na alma e dou um nóQuem me ouvir vai ter lembrançaDe Tomás de um braço sóOutro por nome de EuclidesPedia com voz mais roucaMaior atenção de EuridesMas dizem que ela era moucaJá o Joca de CarminhaNão via a hora chegarPor onde anda Nezinha que não vem me ver cantar?Aquilo é mulher de LuaDia tá bem, outro nãoGosta de mim, mas não vêFuturo na profissãoMesmo assim jurou que vinhaE me fez ficar contandoSem saber cadê NezinhaJoca foi desanimandoFriagem no lajedoNo ar do olhar um tormentoCantar os males mode apagarUm amor ardendoDentre todos repentistasZé Jacinto é o mais meninoEsse nem tava na listaMas é neto de JovinoJoão Braúna e PernambucoArribaram sem cantarUm porque tava de lutoO outro não quis explicarCá no desvão do nordesteA vida não vale o nomeÉ gente que nasce e crescePra dividir sede e fomeMal começou Zé de TonhaTodos caíram vencidosCantando suas vergonhasFoi ele o mais aplaudidoFriagem no lajedoNo ar do olhar um tormentoCantar os males mode apagarUm amor ardendo;11.485;Djavan;2025-09-07 12:34:14
Vive;https://www.letras.mus.br/djavan/vive/;É inútil chorarNoites enveredarRuir por nada assimMinha vida é suaComo o marinheiro do marSofrer, não há por queDesencana, meu amorTudo seu é muita dorViveDeixa o tempo resolverO que tem que acontecerLivreTanto que eu sonheiNos amar a pleno vaporTanto que eu quisFazê-la estrelaDa sagração de um ser felizDesinflama, meu amorDo seu jeito é muita dorViveDeixa o tempo resolverSe tiver que acontecerViveDesencana, meu amorTudo seu é muita dorViveDeixa o tempo resolverO que tem que acontecerLivreTanto que eu sonheiNos amar a pleno vaporTanto que eu quisFazê-la estrelaDa sagração de um ser felizDesinflama, meu amorDo seu jeito é muita dorViveDeixa o tempo resolverSe tiver que acontecerViveDesencana, meu amorTudo seu é muita dorViveDeixa o tempo resolverO que tem que acontecerLivre;88.297;Djavan;2025-09-07 12:34:14
Viver É Dever;https://www.letras.mus.br/djavan/viver-e-dever/;Tudo vai mal, muito salNada vai bem pra ninguémNessa pressão, quem há de dar a mão?Pra que o mundo saia lá do fundo pra respirarE não morrerTem que plantar muito maisReflorestar ideaisIdeia boa não acontece à toaUma vida pra ser bem vivida tem que se darAcudir, amparar, prestar mais atençãoPois viver é dever, se negar é pior, merecer cada mãoA paixão é o sol que se espalha no arMesmo ao anoitecerPois viver é dever, se negar é pior, o melhor é viverNo mesmo dia de sol que traz o amareloA nuvem esconde o arrebol no mundo paraleloNem queira saber, meu amor, o quanto eu te queroNo mesmo dia de sol que traz o amareloA nuvem esconde o arrebol no mundo paraleloNem queira saber, meu amor, o quanto eu te queroTem que plantar muito maisReflorestar ideaisIdeia boa não acontece à toaUma vida pra ser bem vivida tem que se darAcudir, amparar, prestar mais atençãoPois viver é dever, se negar é pior, merecer cada mãoA paixão é o sol que se espalha no arMesmo ao anoitecerPois viver é dever, se negar é pior, o melhor é viverPois viver é deverNa paixão pelo arSe negar é piorMesmo ao anoitecerVai brilhar como o solO melhor é viver;7.460;Djavan;2025-09-07 12:34:14
